CD_PLANO,CD_GRUPO,NR_DIAS_CARENCIA,ID_ORIGEM
1640037A,85,0,34136
1640037A,86,0,34137
1640037A,87,0,34138
1640037A,88,0,34139
1640037A,89,0,34140
1640037A,235,0,34141
1640037A,300,0,515913
1640037A,301,0,516397
1640037A,302,0,520487
1640037A,303,0,524588
1640037A,950,0,1197657
1640378A,1,0,53054
1640378A,2,0,53055
1640378A,3,0,53056
1640378A,4,0,53057
1640378A,5,0,53058
1640378A,6,0,53059
1640378A,7,0,53060
1640378A,8,0,53061
1640378A,9,0,53062
1640378A,10,0,53063
1640378A,11,0,53064
1640378A,12,0,53065
1640378A,13,0,53066
1640378A,14,0,53067
1640378A,15,0,53068
1640378A,16,0,53069
1640378A,17,0,53070
1640378A,18,0,53071
1640378A,19,0,53072
1640378A,20,0,53073
1640378A,21,0,53074
1640378A,22,0,53075
1640378A,23,0,53076
1640378A,24,0,53077
1640378A,25,0,53078
1640378A,26,0,53079
1640378A,27,0,53080
1640378A,28,0,53081
1640378A,29,0,53082
1640378A,30,0,53083
1640378A,31,0,53084
1640378A,33,0,53085
1640378A,34,0,53086
1640378A,35,0,53087
1640378A,36,0,53088
1640378A,37,0,53089
1640378A,38,0,53090
1640378A,39,0,53091
1640378A,40,0,53092
1640378A,41,0,53093
1640378A,43,0,53094
1640378A,44,0,53095
1640378A,45,0,53096
1640378A,47,0,53097
1640378A,48,0,53098
1640378A,49,0,53099
1640378A,50,0,53100
1640378A,51,0,53101
1640378A,52,0,53102
1640378A,53,0,53103
1640378A,54,0,53104
1640378A,55,0,53105
1640378A,56,0,53106
1640378A,57,0,53107
1640378A,58,0,53108
1640378A,59,0,53109
1640378A,60,0,53110
1640378A,61,0,53111
1640378A,62,0,53112
1640378A,63,0,53113
1640378A,64,0,53114
1640378A,65,0,53115
1640378A,66,0,53116
1640378A,67,0,53117
1640378A,68,0,53118
1640378A,69,0,53119
1640378A,70,0,53120
1640378A,71,0,53121
1640378A,72,0,53122
1640378A,73,0,53123
1640378A,74,0,53124
1640378A,75,0,53125
1640378A,76,0,53126
1640378A,77,0,53127
1640378A,78,0,53128
1640378A,79,0,53129
1640378A,80,0,53130
1640378A,81,0,53131
1640378A,82,0,53132
1640378A,83,0,53133
1640378A,85,0,53134
1640378A,86,0,53135
1640378A,87,0,53136
1640378A,88,0,53137
1640378A,89,0,53138
1640378A,235,0,53139
1640378A,300,0,516217
1640378A,301,0,516701
1640378A,302,0,520790
1640378A,303,0,524891
1640378A,252,0,1073053
1640378A,950,0,1260091
1640384B,1,0,53636
1640384B,2,0,53637
1640384B,3,0,53638
1640384B,4,0,53639
1640384B,5,0,53640
1640384B,6,0,53641
1640384B,7,0,53642
1640384B,8,0,53643
1640384B,9,0,53644
1640384B,10,0,53645
1640384B,11,0,53646
1640384B,12,0,53647
1640384B,13,0,53648
1640384B,14,0,53649
1640384B,15,0,53650
1640384B,16,0,53651
1640384B,17,0,53652
1640384B,18,0,53653
1640384B,19,0,53654
1640384B,20,0,53655
1640384B,21,0,53656
1640384B,22,0,53657
1640384B,23,0,53658
1640384B,24,0,53659
1640384B,25,0,53660
1640384B,26,0,53661
1640384B,27,0,53662
1640384B,28,0,53663
1640384B,29,0,53664
1640384B,30,0,53665
1640384B,31,0,53666
1640384B,33,0,53667
1640384B,34,0,53668
1640384B,35,0,53669
1640384B,36,0,53670
1640384B,37,0,53671
1640384B,38,0,53672
1640384B,39,0,53673
1640384B,40,0,53674
1640384B,41,0,53675
1640384B,43,0,53676
1640384B,44,0,53677
1640384B,45,0,53678
1640384B,47,0,53679
1640384B,48,0,53680
1640384B,49,0,53681
1640384B,50,0,53682
1640384B,51,0,53683
1640384B,52,0,53684
1640384B,53,0,53685
1640384B,54,0,53686
1640384B,55,0,53687
1640384B,56,0,53688
1640384B,57,0,53689
1640384B,58,0,53690
1640384B,59,0,53691
1640384B,60,0,53692
1640384B,61,0,53693
1640384B,62,0,53694
1640384B,63,0,53695
1640384B,64,0,53696
1640384B,65,0,53697
1640384B,66,0,53698
1640384B,67,0,53699
1640384B,68,0,53700
1640384B,69,0,53701
1640384B,70,0,53702
1640384B,71,0,53703
1640384B,72,0,53704
1640384B,73,0,53705
1640384B,74,0,53706
1640384B,75,0,53707
1640384B,76,0,53708
1640384B,77,0,53709
1640384B,78,0,53710
1640384B,79,0,53711
1640384B,80,0,53712
1640384B,81,0,53713
1640384B,82,0,53714
1640384B,83,0,53715
1640384B,84,0,53716
1640384B,85,0,53717
1640384B,86,0,53718
1640384B,87,0,53719
1640384B,88,0,53720
1640384B,89,0,53721
1640384B,235,0,53722
1640384B,300,0,516224
1640384B,301,0,516708
1640384B,302,0,520797
1640384B,303,0,524898
1640384B,950,0,1199133
164099061,1,0,61306
164099061,2,0,61307
164099061,3,0,61308
164099061,4,0,61309
164099061,5,0,61310
164099061,6,0,61311
164099061,7,0,61312
164099061,8,0,61313
164099061,9,0,61314
164099061,10,0,61315
164099061,11,0,61316
164099061,12,0,61317
164099061,13,0,61318
164099061,14,0,61319
164099061,15,0,61320
164099061,16,0,61321
164099061,17,0,61322
164099061,18,0,61323
164099061,19,0,61324
164099061,20,0,61325
164099061,21,0,61326
164099061,22,0,61327
164099061,23,0,61328
164099061,24,0,61329
164099061,25,0,61330
164099061,26,0,61331
164099061,27,0,61332
164099061,28,0,61333
164099061,29,0,61334
164099061,30,0,61335
164099061,31,0,61336
164099061,33,0,61337
164099061,34,0,61338
164099061,35,0,61339
164099061,36,0,61340
164099061,37,0,61341
164099061,38,0,61342
164099061,39,0,61343
164099061,40,0,61344
164099061,41,0,61345
164099061,43,0,61346
164099061,44,0,61347
164099061,45,0,61348
164099061,47,0,61349
164099061,48,0,61350
164099061,49,0,61351
164099061,50,0,61352
164099061,51,0,61353
164099061,52,0,61354
164099061,53,0,61355
164099061,54,0,61356
164099061,55,0,61357
164099061,56,0,61358
164099061,57,0,61359
164099061,58,0,61360
164099061,59,0,61361
164099061,60,0,61362
164099061,61,0,61363
164099061,62,0,61364
164099061,63,0,61365
164099061,64,0,61366
164099061,65,0,61367
164099061,66,0,61368
164099061,67,0,61369
164099061,68,0,61370
164099061,69,0,61371
164099061,70,0,61372
164099061,71,0,61373
164099061,72,0,61374
164099061,73,0,61375
164099061,74,0,61376
164099061,75,0,61377
164099061,76,0,61378
164099061,77,0,61379
164099061,78,0,61380
164099061,79,0,61381
164099061,80,0,61382
164099061,81,0,61383
164099061,82,0,61384
164099061,83,0,61385
164099061,84,0,61386
164099061,85,0,61387
164099061,86,0,61388
164099061,87,0,61389
164099061,88,0,61390
164099061,89,0,61391
164099061,235,0,61392
164099061,250,0,61393
164099061,251,0,61394
164099061,252,0,61395
164099061,253,0,61396
164099061,300,0,516322
164099061,301,0,516806
164099061,302,0,520895
164099061,303,0,524996
1640990A,1,0,61397
1640990A,2,0,61398
1640990A,3,0,61399
1640990A,4,0,61400
1640990A,5,0,61401
1640990A,6,0,61402
1640990A,7,0,61403
1640990A,8,0,61404
1640990A,9,0,61405
1640990A,10,0,61406
1640990A,11,0,61407
1640990A,12,0,61408
1640990A,13,0,61409
1640990A,14,0,61410
1640990A,15,0,61411
1640990A,16,0,61412
1640990A,17,0,61413
1640990A,18,0,61414
1640990A,19,0,61415
1640990A,20,0,61416
1640990A,21,0,61417
1640990A,22,0,61418
1640990A,23,0,61419
1640990A,24,0,61420
1640990A,25,0,61421
1640990A,26,0,61422
1640990A,27,0,61423
1640990A,28,0,61424
1640990A,29,0,61425
1640990A,30,0,61426
1640990A,31,0,61427
1640990A,33,0,61428
1640990A,34,0,61429
1640990A,35,0,61430
1640990A,36,0,61431
1640990A,37,0,61432
1640990A,38,0,61433
1640990A,39,0,61434
1640990A,40,0,61435
1640990A,41,0,61436
1640990A,43,0,61437
1640990A,44,0,61438
1640990A,45,0,61439
1640990A,47,0,61440
1640990A,48,0,61441
1640990A,49,0,61442
1640990A,50,0,61443
1640990A,51,0,61444
1640990A,52,0,61445
1640990A,53,0,61446
1640990A,54,0,61447
1640990A,55,0,61448
1640990A,56,0,61449
1640990A,57,0,61450
1640990A,58,0,61451
1640990A,59,0,61452
1640990A,60,0,61453
1640990A,61,0,61454
1640990A,62,0,61455
1640990A,63,0,61456
1640990A,64,0,61457
1640990A,65,0,61458
1640990A,66,0,61459
1640990A,67,0,61460
1640990A,68,0,61461
1640990A,69,0,61462
1640990A,70,0,61463
1640990A,71,0,61464
1640990A,72,0,61465
1640990A,73,0,61466
1640990A,74,0,61467
1640990A,75,0,61468
1640990A,76,0,61469
1640990A,77,0,61470
1640990A,78,0,61471
1640990A,79,0,61472
1640990A,80,0,61473
1640990A,81,0,61474
1640990A,82,0,61475
1640990A,83,0,61476
1640990A,85,0,61477
1640990A,86,0,61478
1640990A,87,0,61479
1640990A,88,0,61480
1640990A,89,0,61481
1640990A,235,0,61482
1640990A,300,0,516323
1640990A,301,0,516807
1640990A,302,0,520896
1640990A,303,0,524997
1640990H,1,0,61811
1640990H,2,0,61812
1640990H,3,0,61813
1640990H,4,0,61814
1640990H,5,0,61815
1640990H,6,0,61816
1640990H,7,0,61817
1640990H,8,0,61818
1640990H,9,0,61819
1640990H,10,0,61820
1640990H,11,0,61821
1640990H,12,0,61822
1640990H,13,0,61823
1640990H,14,0,61824
1640990H,15,0,61825
1640990H,16,0,61826
1640990H,17,0,61827
1640990H,18,0,61828
1640990H,19,0,61829
1640990H,20,0,61830
1640990H,21,0,61831
1640990H,22,0,61832
1640990H,23,0,61833
1640990H,24,0,61834
1640990H,25,0,61835
1640990H,26,0,61836
1640990H,27,0,61837
1640990H,28,0,61838
1640990H,29,0,61839
1640990H,31,0,61840
1640990H,33,0,61841
1640990H,34,0,61842
1640990H,35,0,61843
1640990H,36,0,61844
1640990H,37,0,61845
1640990H,38,0,61846
1640990H,39,0,61847
1640990H,40,0,61848
1640990H,41,0,61849
1640990H,43,0,61850
1640990H,44,0,61851
1640990H,45,0,61852
1640990H,47,0,61853
1640990H,48,0,61854
1640990H,49,0,61855
1640990H,51,0,61856
1640990H,52,0,61857
1640990H,53,0,61858
1640990H,54,0,61859
1640990H,55,0,61860
1640990H,56,0,61861
1640990H,57,0,61862
1640990H,58,0,61863
1640990H,59,0,61864
1640990H,60,0,61865
1640990H,61,0,61866
1640990H,62,0,61867
1640990H,63,0,61868
1640990H,64,0,61869
1640990H,65,0,61870
1640990H,66,0,61871
1640990H,67,0,61872
1640990H,68,0,61873
1640990H,69,0,61874
1640990H,70,0,61875
1640990H,71,0,61876
1640990H,72,0,61877
1640990H,73,0,61878
1640990H,74,0,61879
1640990H,75,0,61880
1640990H,76,0,61881
1640990H,77,0,61882
1640990H,79,0,61883
1640990H,80,0,61884
1640990H,81,0,61885
1640990H,82,0,61886
1640990H,83,0,61887
1640990H,84,0,61888
1640990H,85,0,61889
1640990H,86,0,61890
1640990H,88,0,61891
1640990H,89,0,61892
1640990H,235,0,61893
1640990H,300,0,516328
1640990H,301,0,516812
1640990H,302,0,520901
1640990H,303,0,525002
1640990NV,1,0,62005
1640990NV,2,0,62006
1640990NV,3,0,62007
1640990NV,4,0,62008
1640990NV,5,0,62009
1640990NV,6,0,62010
1640990NV,7,0,62011
1640990NV,8,0,62012
1640990NV,9,0,62013
1640990NV,10,0,62014
1640990NV,11,0,62015
1640990NV,12,0,62016
1640990NV,13,0,62017
1640990NV,14,0,62018
1640990NV,15,0,62019
1640990NV,16,0,62020
1640990NV,17,0,62021
1640990NV,20,0,62022
1640990NV,22,0,62023
1640990NV,23,0,62024
1640990NV,24,0,62025
1640990NV,25,0,62026
1640990NV,26,0,62027
1640990NV,27,0,62028
1640990NV,28,0,62029
1640990NV,29,0,62030
1640990NV,33,0,62031
1640990NV,34,0,62032
1640990NV,35,0,62033
1640990NV,36,0,62034
1640990NV,37,0,62035
1640990NV,38,0,62036
1640990NV,39,0,62037
1640990NV,41,0,62038
1640990NV,44,0,62039
1640990NV,45,0,62040
1640990NV,47,0,62041
1640990NV,49,0,62042
1640990NV,51,0,62043
1640990NV,52,0,62044
1640990NV,53,0,62045
1640990NV,54,0,62046
1640990NV,55,0,62047
1640990NV,56,0,62048
1640990NV,57,0,62049
1640990NV,58,0,62050
1640990NV,59,0,62051
1640990NV,60,0,62052
1640990NV,61,0,62053
1640990NV,62,0,62054
1640990NV,63,0,62055
1640990NV,64,0,62056
1640990NV,65,0,62057
1640990NV,66,0,62058
1640990NV,67,0,62059
1640990NV,68,0,62060
1640990NV,69,0,62061
1640990NV,70,0,62062
1640990NV,71,0,62063
1640990NV,72,0,62064
1640990NV,73,0,62065
1640990NV,74,0,62066
1640990NV,75,0,62067
1640990NV,76,0,62068
1640990NV,77,0,62069
1640990NV,80,0,62070
1640990NV,81,0,62071
1640990NV,85,0,62072
1640990NV,86,0,62073
1640990NV,88,0,62074
1640990NV,89,0,62075
1640990NV,180,0,62076
1640990NV,181,0,62077
1640990NV,182,0,62078
1640990NV,183,0,62079
1640990NV,184,0,62080
1640990NV,185,0,62081
1640990NV,186,0,62082
1640990NV,187,0,62083
1640990NV,188,0,62084
1640990NV,189,0,62085
1640990NV,190,0,62086
1640990NV,191,0,62087
1640990NV,192,0,62088
1640990NV,201,0,62089
1640990NV,202,0,62090
1640990NV,203,0,62091
1640990NV,204,0,62092
1640990NV,205,0,62093
1640990NV,206,0,62094
1640990NV,207,0,62095
1640990NV,208,0,62096
1640990NV,209,0,62097
1640990NV,210,0,62098
1640990NV,211,0,62099
1640990NV,212,0,62100
1640990NV,213,0,62101
1640990NV,214,0,62102
1640990NV,215,0,62103
1640990NV,216,0,62104
1640990NV,217,0,62105
1640990NV,218,0,62106
1640990NV,219,0,62107
1640990NV,220,0,62108
1640990NV,221,0,62109
1640990NV,222,0,62110
1640990NV,223,0,62111
1640990NV,224,0,62112
1640990NV,225,0,62113
1640990NV,226,0,62114
1640990NV,227,0,62115
1640990NV,228,0,62116
1640990NV,229,0,62117
1640990NV,230,0,62118
1640990NV,231,0,62119
1640990NV,232,0,62120
1640990NV,233,0,62121
1640990NV,234,0,62122
1640990NV,235,0,62123
1640990NV,300,0,516330
1640990NV,301,0,516814
1640990NV,302,0,520903
1640990NV,303,0,525004
1640990X,1,0,62426
1640990X,2,0,62427
1640990X,3,0,62428
1640990X,4,0,62429
1640990X,5,0,62430
1640990X,6,0,62431
1640990X,7,0,62432
1640990X,8,0,62433
1640990X,9,0,62434
1640990X,10,0,62435
1640990X,11,0,62436
1640990X,12,0,62437
1640990X,13,0,62438
1640990X,14,0,62439
1640990X,15,0,62440
1640990X,16,0,62441
1640990X,17,0,62442
1640990X,20,0,62443
1640990X,21,0,62444
1640990X,22,0,62445
1640990X,23,0,62446
1640990X,24,0,62447
1640990X,25,0,62448
1640990X,26,0,62449
1640990X,27,0,62450
1640990X,28,0,62451
1640990X,29,0,62452
1640990X,31,0,62453
1640990X,33,0,62454
1640990X,34,0,62455
1640990X,35,0,62456
1640990X,36,0,62457
1640990X,37,0,62458
1640990X,38,0,62459
1640990X,39,0,62460
1640990X,40,0,62461
1640990X,41,0,62462
1640990X,44,0,62463
1640990X,45,0,62464
1640990X,47,0,62465
1640990X,49,0,62466
1640990X,51,0,62467
1640990X,52,0,62468
1640990X,53,0,62469
1640990X,54,0,62470
1640990X,55,0,62471
1640990X,56,0,62472
1640990X,57,0,62473
1640990X,58,0,62474
1640990X,59,0,62475
1640990X,60,0,62476
1640990X,61,0,62477
1640990X,62,0,62478
1640990X,63,0,62479
1640990X,64,0,62480
1640990X,65,0,62481
1640990X,66,0,62482
1640990X,67,0,62483
1640990X,68,0,62484
1640990X,69,0,62485
1640990X,70,0,62486
1640990X,71,0,62487
1640990X,72,0,62488
1640990X,73,0,62489
1640990X,74,0,62490
1640990X,75,0,62491
1640990X,76,0,62492
1640990X,77,0,62493
1640990X,80,0,62494
1640990X,81,0,62495
1640990X,84,0,62496
1640990X,85,0,62497
1640990X,86,0,62498
1640990X,88,0,62499
1640990X,89,0,62500
1640990X,180,0,62501
1640990X,181,0,62502
1640990X,182,0,62503
1640990X,183,0,62504
1640990X,184,0,62505
1640990X,185,0,62506
1640990X,186,0,62507
1640990X,187,0,62508
1640990X,188,0,62509
1640990X,189,0,62510
1640990X,190,0,62511
1640990X,191,0,62512
1640990X,192,0,62513
1640990X,201,0,62514
1640990X,202,0,62515
1640990X,203,0,62516
1640990X,204,0,62517
1640990X,205,0,62518
1640990X,206,0,62519
1640990X,207,0,62520
1640990X,208,0,62521
1640990X,209,0,62522
1640990X,210,0,62523
1640990X,211,0,62524
1640990X,212,0,62525
1640990X,213,0,62526
1640990X,214,0,62527
1640990X,215,0,62528
1640990X,216,0,62529
1640990X,217,0,62530
1640990X,218,0,62531
1640990X,219,0,62532
1640990X,220,0,62533
1640990X,221,0,62534
1640990X,222,0,62535
1640990X,223,0,62536
1640990X,224,0,62537
1640990X,225,0,62538
1640990X,226,0,62539
1640990X,227,0,62540
1640990X,228,0,62541
1640990X,229,0,62542
1640990X,230,0,62543
1640990X,231,0,62544
1640990X,232,0,62545
1640990X,233,0,62546
1640990X,234,0,62547
1640990X,235,0,62548
1640990X,300,0,516334
1640990X,301,0,516818
1640990X,302,0,520907
1640990X,303,0,525008
1641002ADAP,1,0,1260264
1641002ADAP,235,0,1260265
1641002ADAP,300,0,1260266
1641002ADAP,301,0,1260267
1641002ADAP,302,0,1260268
1641002ADAP,303,0,1260269
1641002ADAP,908,0,1260270
1641002ADAP,909,0,1260271
1641002ADAP,39005,0,1260272
1641002ADAP,39006,0,1260273
1641002ADAP,39007,0,1260274
1641002ADAP,39008,0,1260275
1641002ADAP,39009,0,1260276
1641002ADAP,39010,0,1260277
1641006K,1,0,63321
1641006K,2,0,63322
1641006K,3,0,63323
1641006K,4,0,63324
1641006K,5,0,63325
1641006K,6,0,63326
1641006K,7,0,63327
1641006K,8,0,63328
1641006K,9,0,63329
1641006K,10,0,63330
1641006K,11,0,63331
1641006K,12,0,63332
1641006K,13,0,63333
1641006K,14,0,63334
1641006K,15,0,63335
1641006K,16,0,63336
1641006K,17,0,63337
1641006K,18,0,63338
1641006K,19,0,63339
1641006K,20,0,63340
1641006K,21,0,63341
1641006K,22,0,63342
1641006K,23,0,63343
1641006K,24,0,63344
1641006K,25,0,63345
1641006K,26,0,63346
1641006K,27,0,63347
1641006K,28,0,63348
1641006K,29,0,63349
1641006K,31,0,63350
1641006K,33,0,63351
1641006K,34,0,63352
1641006K,35,0,63353
1641006K,36,0,63354
1641006K,37,0,63355
1641006K,38,0,63356
1641006K,39,0,63357
1641006K,40,0,63358
1641006K,41,0,63359
1641006K,43,0,63360
1641006K,44,0,63361
1641006K,45,0,63362
1641006K,47,0,63363
1641006K,48,0,63364
1641006K,51,0,63366
1641006K,52,0,63367
1641006K,53,0,63368
1641006K,54,0,63369
1641006K,55,0,63370
1641006K,56,0,63371
1641006K,57,0,63372
1641006K,58,0,63373
1641006K,59,0,63374
1641006K,60,0,63375
1641006K,61,0,63376
1641006K,62,0,63377
1641006K,63,0,63378
1641006K,64,0,63379
1641006K,65,0,63380
1641006K,66,0,63381
1641006K,67,0,63382
1641006K,68,0,63383
1641006K,69,0,63384
1641006K,70,0,63385
1641006K,71,0,63386
1641006K,72,0,63387
1641006K,73,0,63388
1641006K,74,0,63389
1641006K,75,0,63390
1641006K,76,0,63391
1641006K,77,0,63392
1641006K,79,0,63393
1641006K,80,0,63394
1641006K,81,0,63395
1641006K,82,0,63396
1641006K,83,0,63397
1641006K,84,0,63398
1641006K,85,0,63399
1641006K,86,0,63400
1641006K,88,0,63401
1641006K,89,0,63402
