CD_PLANO,CD_GRUPO,NR_DIAS_CARENCIA,ID_ORIGEM
1643002C8,17,180,78462
1643002C8,18,180,78463
1643002C8,19,180,78464
1643002C8,20,180,78465
1643002C8,21,180,78466
1643002C8,22,180,78467
1643002C8,23,180,78468
1643002C8,24,180,78469
1643002C8,25,180,78470
1643002C8,26,180,78471
1643002C8,27,180,78472
1643002C8,28,180,78473
1643002C8,29,180,78474
1643002C8,30,180,78475
1643002C8,31,180,78476
1643002C8,33,180,78477
1643002C8,34,180,78478
1643002C8,35,180,78479
1643002C8,36,180,78480
1643002C8,37,180,78481
1643002C8,38,180,78482
1643002C8,40,180,78484
1643002C8,41,180,78485
1643002C8,43,180,78486
1643002C8,44,180,78487
1643002C8,45,180,78488
1643002C8,47,180,78489
1643002C8,50,180,78492
1643002C8,51,180,78493
1643002C8,52,180,78494
1643002C8,53,180,78495
1643002C8,54,180,78496
1643002C8,55,180,78497
1643002C8,56,180,78498
1643002C8,57,180,78499
1643002C8,58,180,78500
1643002C8,59,180,78501
1643002C8,60,180,78502
1643002C8,61,180,78503
1643002C8,62,180,78504
1643002C8,63,180,78505
1643002C8,64,180,78506
1643002C8,65,180,78507
1643002C8,66,180,78508
1643002C8,67,180,78509
1643002C8,68,180,78510
1643002C8,69,180,78511
1643002C8,70,180,78512
1643002C8,71,180,78513
1643002C8,72,180,78514
1643002C8,73,180,78515
1643002C8,74,180,78516
1643002C8,75,180,78517
1643002C8,76,180,78518
1643002C8,77,180,78519
1643002C8,78,180,78520
1643002C8,80,180,78522
1643002C8,81,180,78523
1643002C8,82,180,78524
1643002C8,83,180,78525
1643002C8,85,180,78526
1643002C8,86,180,78527
1643002C8,87,180,78528
1643002C8,88,180,78529
1643002C8,89,180,78530
1643002C8,300,180,515876
1643002C8,48,300,78490
1643002C8,79,300,78521
164310145,1,0,78624
164310145,2,0,78625
164310145,3,0,78626
164310145,4,0,78627
164310145,5,0,78628
164310145,6,0,78629
164310145,7,0,78630
164310145,8,0,78631
164310145,9,0,78632
164310145,10,0,78633
164310145,11,0,78634
164310145,12,0,78635
164310145,13,0,78636
164310145,61,0,78680
164310145,88,0,78706
164310145,235,0,78708
164310145,250,0,78709
164310145,251,0,78710
164310145,252,0,78711
164310145,253,0,78712
164310145,302,0,521096
164310145,303,0,525197
164310145,14,83,78637
164310145,15,83,78638
164310145,16,83,78639
164310145,17,83,78640
164310145,18,83,78641
164310145,19,83,78642
164310145,20,83,78643
164310145,21,83,78644
164310145,22,83,78645
164310145,23,83,78646
164310145,24,83,78647
164310145,25,83,78648
164310145,26,83,78649
164310145,27,83,78650
164310145,28,83,78651
164310145,29,83,78652
164310145,30,83,78653
164310145,31,83,78654
164310145,33,83,78655
164310145,34,83,78656
164310145,35,83,78657
164310145,36,83,78658
164310145,37,83,78659
164310145,38,83,78660
164310145,39,83,78661
164310145,40,83,78662
164310145,41,83,78663
164310145,43,83,78664
164310145,44,83,78665
164310145,45,83,78666
164310145,47,83,78667
164310145,49,83,78668
164310145,50,83,78669
164310145,51,83,78670
164310145,52,83,78671
164310145,53,83,78672
164310145,54,83,78673
164310145,55,83,78674
164310145,56,83,78675
164310145,57,83,78676
164310145,58,83,78677
164310145,59,83,78678
164310145,60,83,78679
164310145,62,83,78681
164310145,63,83,78682
164310145,64,83,78683
164310145,65,83,78684
164310145,66,83,78685
164310145,67,83,78686
164310145,68,83,78687
164310145,69,83,78688
164310145,70,83,78689
164310145,71,83,78690
164310145,72,83,78691
164310145,73,83,78692
164310145,74,83,78693
164310145,75,83,78694
164310145,76,83,78695
164310145,77,83,78696
164310145,78,83,78697
164310145,80,83,78698
164310145,81,83,78699
164310145,82,83,78700
164310145,83,83,78701
164310145,85,83,78703
164310145,86,83,78704
164310145,87,83,78705
164310145,89,83,78707
164310145,84,180,78702
164310145,300,180,512448
164310145,301,180,517031
1643102B,1,0,81124
1643102B,2,0,81125
1643102B,3,0,81126
1643102B,4,0,81127
1643102B,5,0,81128
1643102B,6,0,81129
1643102B,7,0,81130
1643102B,8,0,81131
1643102B,9,0,81132
1643102B,10,0,81133
1643102B,11,0,81134
1643102B,12,0,81135
1643102B,13,0,81136
1643102B,14,0,81137
1643102B,15,0,81138
1643102B,16,0,81139
1643102B,17,0,81140
1643102B,18,0,81141
1643102B,19,0,81142
1643102B,20,0,81143
1643102B,21,0,81144
1643102B,22,0,81145
1643102B,23,0,81146
1643102B,24,0,81147
1643102B,25,0,81148
1643102B,26,0,81149
1643102B,27,0,81150
1643102B,28,0,81151
1643102B,29,0,81152
1643102B,30,0,81153
1643102B,31,0,81154
1643102B,33,0,81155
1643102B,34,0,81156
1643102B,35,0,81157
1643102B,36,0,81158
1643102B,37,0,81159
1643102B,38,0,81160
1643102B,39,0,81161
1643102B,40,0,81162
1643102B,41,0,81163
1643102B,43,0,81164
1643102B,44,0,81165
1643102B,45,0,81166
1643102B,47,0,81167
1643102B,49,0,81168
1643102B,50,0,81169
1643102B,51,0,81170
1643102B,52,0,81171
1643102B,53,0,81172
1643102B,54,0,81173
1643102B,55,0,81174
1643102B,56,0,81175
1643102B,57,0,81176
1643102B,58,0,81177
1643102B,59,0,81178
1643102B,60,0,81179
1643102B,62,0,81181
1643102B,63,0,81182
1643102B,64,0,81183
1643102B,65,0,81184
1643102B,66,0,81185
1643102B,67,0,81186
1643102B,68,0,81187
1643102B,69,0,81188
1643102B,70,0,81189
1643102B,71,0,81190
1643102B,72,0,81191
1643102B,73,0,81192
1643102B,74,0,81193
1643102B,75,0,81194
1643102B,76,0,81195
1643102B,77,0,81196
1643102B,78,0,81197
1643102B,80,0,81198
1643102B,81,0,81199
1643102B,82,0,81200
1643102B,83,0,81201
1643102B,84,0,81202
1643102B,85,0,81203
1643102B,86,0,81204
1643102B,87,0,81205
1643102B,89,0,81207
1643102B,235,0,81208
1643102B,250,0,81209
1643102B,251,0,81210
1643102B,252,0,81211
1643102B,253,0,81212
1643102B,302,0,521124
1643102B,303,0,525225
1643102B,61,180,81180
1643102B,88,180,81206
1643102B,300,180,512476
1643102B,301,180,517059
164310445,1,0,84710
164310445,2,0,84711
164310445,3,0,84712
164310445,4,0,84713
164310445,5,0,84714
164310445,6,0,84715
164310445,7,0,84716
164310445,8,0,84717
164310445,9,0,84718
164310445,10,0,84719
164310445,11,0,84720
164310445,12,0,84721
164310445,13,0,84722
164310445,14,0,84723
164310445,15,0,84724
164310445,16,0,84725
164310445,17,0,84726
164310445,18,0,84727
164310445,19,0,84728
164310445,20,0,84729
164310445,21,0,84730
164310445,22,0,84731
164310445,23,0,84732
164310445,24,0,84733
164310445,25,0,84734
164310445,26,0,84735
164310445,27,0,84736
164310445,28,0,84737
164310445,29,0,84738
164310445,30,0,84739
164310445,31,0,84740
164310445,33,0,84741
164310445,34,0,84742
164310445,35,0,84743
164310445,36,0,84744
164310445,37,0,84745
164310445,38,0,84746
164310445,39,0,84747
164310445,40,0,84748
164310445,41,0,84749
164310445,43,0,84750
164310445,44,0,84751
164310445,45,0,84752
164310445,47,0,84753
164310445,49,0,84754
164310445,50,0,84755
164310445,51,0,84756
164310445,52,0,84757
164310445,53,0,84758
164310445,54,0,84759
164310445,55,0,84760
164310445,56,0,84761
164310445,57,0,84762
164310445,58,0,84763
164310445,59,0,84764
164310445,60,0,84765
164310445,62,0,84767
164310445,63,0,84768
164310445,64,0,84769
164310445,65,0,84770
164310445,66,0,84771
164310445,67,0,84772
164310445,68,0,84773
164310445,69,0,84774
164310445,70,0,84775
164310445,71,0,84776
164310445,72,0,84777
164310445,73,0,84778
164310445,74,0,84779
164310445,75,0,84780
164310445,76,0,84781
164310445,77,0,84782
164310445,78,0,84783
164310445,80,0,84784
164310445,81,0,84785
164310445,82,0,84786
164310445,83,0,84787
164310445,84,0,84788
164310445,85,0,84789
164310445,86,0,84790
164310445,87,0,84791
164310445,89,0,84793
164310445,235,0,84794
164310445,250,0,84795
164310445,251,0,84796
164310445,252,0,84797
164310445,253,0,84798
164310445,302,0,521164
164310445,303,0,525265
164310445,61,180,84766
164310445,88,180,84792
164310445,300,180,512516
164310445,301,180,517099
164310743,250,0,90791
164310743,251,0,90792
164310743,252,0,90793
164310743,253,0,90794
164310743,302,0,521231
164310743,303,0,525332
164310743,1,30,90707
164310743,2,30,90708
164310743,3,30,90709
164310743,4,30,90710
164310743,5,30,90711
164310743,6,30,90712
164310743,7,30,90713
164310743,8,30,90714
164310743,9,30,90715
164310743,10,30,90716
164310743,11,30,90717
164310743,12,30,90718
164310743,13,30,90719
164310743,235,30,90790
164310743,14,180,90720
164310743,15,180,90721
164310743,16,180,90722
164310743,17,180,90723
164310743,18,180,90724
164310743,19,180,90725
164310743,20,180,90726
164310743,21,180,90727
164310743,22,180,90728
164310743,23,180,90729
164310743,24,180,90730
164310743,25,180,90731
164310743,26,180,90732
164310743,27,180,90733
164310743,28,180,90734
164310743,29,180,90735
164310743,30,180,90736
164310743,31,180,90737
164310743,33,180,90738
164310743,34,180,90739
164310743,35,180,90740
164310743,36,180,90741
164310743,37,180,90742
164310743,38,180,90743
164310743,39,180,90744
164310743,40,180,90745
164310743,41,180,90746
164310743,43,180,90747
164310743,44,180,90748
164310743,45,180,90749
164310743,47,180,90750
164310743,49,180,90751
164310743,50,180,90752
164310743,51,180,90753
164310743,52,180,90754
164310743,53,180,90755
164310743,54,180,90756
164310743,55,180,90757
164310743,56,180,90758
164310743,57,180,90759
164310743,58,180,90760
164310743,59,180,90761
164310743,60,180,90762
164310743,61,180,90763
164310743,62,180,90764
164310743,63,180,90765
164310743,64,180,90766
164310743,65,180,90767
164310743,66,180,90768
164310743,67,180,90769
164310743,68,180,90770
164310743,69,180,90771
164310743,70,180,90772
164310743,71,180,90773
164310743,72,180,90774
164310743,73,180,90775
164310743,74,180,90776
164310743,75,180,90777
164310743,76,180,90778
164310743,77,180,90779
164310743,78,180,90780
164310743,80,180,90781
164310743,81,180,90782
164310743,82,180,90783
164310743,83,180,90784
164310743,85,180,90785
164310743,86,180,90786
164310743,87,180,90787
164310743,88,180,90788
164310743,89,180,90789
164310743,300,180,512583
164310743,301,180,517166
164310745,1,0,90795
164310745,2,0,90796
164310745,3,0,90797
164310745,4,0,90798
164310745,5,0,90799
164310745,6,0,90800
164310745,7,0,90801
164310745,8,0,90802
164310745,9,0,90803
164310745,10,0,90804
164310745,11,0,90805
164310745,12,0,90806
164310745,13,0,90807
164310745,14,0,90808
164310745,15,0,90809
164310745,16,0,90810
164310745,17,0,90811
164310745,18,0,90812
164310745,19,0,90813
164310745,20,0,90814
164310745,21,0,90815
164310745,22,0,90816
164310745,23,0,90817
164310745,24,0,90818
164310745,25,0,90819
164310745,26,0,90820
164310745,27,0,90821
164310745,28,0,90822
164310745,29,0,90823
164310745,30,0,90824
164310745,31,0,90825
164310745,33,0,90826
164310745,34,0,90827
164310745,35,0,90828
164310745,36,0,90829
164310745,37,0,90830
164310745,38,0,90831
164310745,39,0,90832
164310745,40,0,90833
164310745,41,0,90834
164310745,43,0,90835
164310745,44,0,90836
164310745,45,0,90837
164310745,47,0,90838
164310745,49,0,90839
164310745,50,0,90840
164310745,51,0,90841
164310745,52,0,90842
164310745,53,0,90843
164310745,54,0,90844
164310745,55,0,90845
164310745,56,0,90846
164310745,57,0,90847
164310745,58,0,90848
164310745,59,0,90849
164310745,60,0,90850
164310745,61,0,90851
164310745,62,0,90852
164310745,63,0,90853
164310745,64,0,90854
164310745,65,0,90855
164310745,66,0,90856
164310745,67,0,90857
164310745,68,0,90858
164310745,69,0,90859
164310745,70,0,90860
164310745,71,0,90861
164310745,72,0,90862
164310745,73,0,90863
164310745,74,0,90864
164310745,75,0,90865
164310745,76,0,90866
164310745,77,0,90867
164310745,78,0,90868
164310745,80,0,90869
164310745,81,0,90870
164310745,82,0,90871
164310745,83,0,90872
164310745,85,0,90874
164310745,86,0,90875
164310745,87,0,90876
164310745,88,0,90877
164310745,89,0,90878
164310745,235,0,90879
164310745,250,0,90880
164310745,251,0,90881
164310745,252,0,90882
164310745,253,0,90883
164310745,302,0,521232
164310745,303,0,525333
164310745,84,180,90873
164310745,300,180,512584
164310745,301,180,517167
164310843,250,0,92581
164310843,251,0,92582
164310843,252,0,92583
164310843,253,0,92584
164310843,302,0,521251
164310843,303,0,525352
164310843,1,30,92497
164310843,2,30,92498
164310843,3,30,92499
164310843,4,30,92500
164310843,5,30,92501
164310843,6,30,92502
164310843,7,30,92503
164310843,8,30,92504
164310843,9,30,92505
164310843,10,30,92506
164310843,11,30,92507
164310843,12,30,92508
164310843,13,30,92509
164310843,235,30,92580
164310843,14,180,92510
164310843,15,180,92511
164310843,16,180,92512
164310843,17,180,92513
164310843,18,180,92514
164310843,19,180,92515
164310843,20,180,92516
164310843,21,180,92517
164310843,22,180,92518
164310843,23,180,92519
164310843,24,180,92520
164310843,25,180,92521
164310843,26,180,92522
164310843,27,180,92523
164310843,28,180,92524
164310843,29,180,92525
164310843,30,180,92526
164310843,31,180,92527
164310843,33,180,92528
164310843,34,180,92529
164310843,35,180,92530
164310843,36,180,92531
164310843,37,180,92532
164310843,38,180,92533
164310843,39,180,92534
164310843,40,180,92535
164310843,41,180,92536
164310843,43,180,92537
164310843,44,180,92538
164310843,45,180,92539
164310843,47,180,92540
164310843,49,180,92541
164310843,50,180,92542
164310843,51,180,92543
164310843,52,180,92544
164310843,53,180,92545
164310843,54,180,92546
164310843,55,180,92547
164310843,56,180,92548
164310843,57,180,92549
164310843,58,180,92550
164310843,59,180,92551
164310843,60,180,92552
164310843,61,180,92553
164310843,62,180,92554
164310843,63,180,92555
164310843,64,180,92556
164310843,65,180,92557
164310843,66,180,92558
164310843,67,180,92559
164310843,68,180,92560
164310843,69,180,92561
164310843,70,180,92562
164310843,71,180,92563
164310843,72,180,92564
164310843,73,180,92565
164310843,74,180,92566
164310843,75,180,92567
164310843,76,180,92568
164310843,77,180,92569
164310843,78,180,92570
164310843,80,180,92571
164310843,81,180,92572
164310843,82,180,92573
164310843,83,180,92574
164310843,85,180,92575
164310843,86,180,92576
164310843,87,180,92577
164310843,88,180,92578
164310843,89,180,92579
164310843,300,180,512603
164310843,301,180,517186
164310845,1,0,92585
164310845,2,0,92586
164310845,3,0,92587
164310845,4,0,92588
164310845,5,0,92589
164310845,6,0,92590
164310845,7,0,92591
164310845,8,0,92592
164310845,9,0,92593
164310845,10,0,92594
164310845,11,0,92595
164310845,12,0,92596
164310845,13,0,92597
164310845,14,0,92598
164310845,15,0,92599
164310845,16,0,92600
164310845,17,0,92601
164310845,18,0,92602
164310845,19,0,92603
164310845,20,0,92604
164310845,21,0,92605
164310845,22,0,92606
164310845,23,0,92607
164310845,24,0,92608
164310845,25,0,92609
164310845,26,0,92610
164310845,27,0,92611
164310845,28,0,92612
164310845,29,0,92613
164310845,30,0,92614
164310845,31,0,92615
164310845,33,0,92616
164310845,34,0,92617
164310845,35,0,92618
164310845,36,0,92619
164310845,37,0,92620
164310845,38,0,92621
164310845,39,0,92622
164310845,40,0,92623
164310845,41,0,92624
164310845,43,0,92625
164310845,44,0,92626
164310845,45,0,92627
164310845,47,0,92628
164310845,49,0,92629
164310845,50,0,92630
164310845,51,0,92631
164310845,52,0,92632
164310845,53,0,92633
164310845,54,0,92634
164310845,55,0,92635
164310845,56,0,92636
164310845,57,0,92637
164310845,58,0,92638
164310845,59,0,92639
164310845,60,0,92640
164310845,62,0,92642
164310845,63,0,92643
164310845,64,0,92644
164310845,65,0,92645
164310845,66,0,92646
164310845,67,0,92647
164310845,68,0,92648
164310845,69,0,92649
164310845,70,0,92650
164310845,71,0,92651
164310845,72,0,92652
164310845,73,0,92653
164310845,74,0,92654
164310845,75,0,92655
164310845,76,0,92656
164310845,77,0,92657
164310845,78,0,92658
164310845,80,0,92659
164310845,81,0,92660
164310845,82,0,92661
164310845,83,0,92662
164310845,84,0,92663
164310845,85,0,92664
164310845,86,0,92665
164310845,87,0,92666
164310845,89,0,92668
164310845,235,0,92669
164310845,250,0,92670
164310845,251,0,92671
164310845,252,0,92672
164310845,253,0,92673
164310845,302,0,521252
164310845,303,0,525353
164310845,61,180,92641
164310845,88,180,92667
164310845,300,180,512604
164310845,301,180,517187
1643108A,250,0,92939
1643108A,251,0,92940
1643108A,252,0,92941
1643108A,253,0,92942
1643108A,302,0,521255
1643108A,303,0,525356
1643108A,1,30,92855
1643108A,2,30,92856
1643108A,3,30,92857
1643108A,4,30,92858
1643108A,5,30,92859
1643108A,6,30,92860
1643108A,7,30,92861
1643108A,8,30,92862
1643108A,9,30,92863
1643108A,10,30,92864
1643108A,11,30,92865
1643108A,12,30,92866
1643108A,13,30,92867
1643108A,235,30,92938
1643108A,14,180,92868
1643108A,15,180,92869
1643108A,16,180,92870
1643108A,17,180,92871
1643108A,18,180,92872
1643108A,19,180,92873
1643108A,20,180,92874
1643108A,21,180,92875
1643108A,22,180,92876
1643108A,23,180,92877
1643108A,24,180,92878
1643108A,25,180,92879
1643108A,26,180,92880
1643108A,27,180,92881
1643108A,28,180,92882
1643108A,29,180,92883
1643108A,30,180,92884
1643108A,31,180,92885
1643108A,33,180,92886
1643108A,34,180,92887
1643108A,35,180,92888
1643108A,36,180,92889
1643108A,37,180,92890
1643108A,38,180,92891
1643108A,39,180,92892
1643108A,40,180,92893
1643108A,41,180,92894
1643108A,43,180,92895
1643108A,44,180,92896
1643108A,45,180,92897
1643108A,47,180,92898
1643108A,49,180,92899
1643108A,50,180,92900
1643108A,51,180,92901
1643108A,52,180,92902
1643108A,53,180,92903
1643108A,54,180,92904
1643108A,55,180,92905
1643108A,56,180,92906
1643108A,57,180,92907
1643108A,58,180,92908
1643108A,59,180,92909
1643108A,60,180,92910
1643108A,61,180,92911
1643108A,62,180,92912
1643108A,63,180,92913
1643108A,64,180,92914
1643108A,65,180,92915
1643108A,66,180,92916
1643108A,67,180,92917
1643108A,68,180,92918
1643108A,69,180,92919
1643108A,70,180,92920
1643108A,71,180,92921
1643108A,72,180,92922
1643108A,73,180,92923
1643108A,74,180,92924
1643108A,75,180,92925
1643108A,76,180,92926
1643108A,77,180,92927
1643108A,78,180,92928
1643108A,80,180,92929
1643108A,81,180,92930
1643108A,82,180,92931
1643108A,83,180,92932
1643108A,85,180,92933
1643108A,86,180,92934
1643108A,87,180,92935
1643108A,88,180,92936
1643108A,89,180,92937
1643108A,300,180,512607
1643108A,301,180,517190
164310943,250,0,94371
164310943,251,0,94372
164310943,252,0,94373
164310943,253,0,94374
164310943,302,0,521271
164310943,303,0,525372
164310943,1,30,94287
164310943,2,30,94288
164310943,3,30,94289
164310943,4,30,94290
164310943,5,30,94291
164310943,6,30,94292
164310943,7,30,94293
164310943,8,30,94294
164310943,9,30,94295
164310943,10,30,94296
164310943,11,30,94297
164310943,12,30,94298
164310943,13,30,94299
164310943,235,30,94370
164310943,14,180,94300
164310943,15,180,94301
164310943,16,180,94302
164310943,17,180,94303
164310943,18,180,94304
164310943,19,180,94305
164310943,20,180,94306
164310943,21,180,94307
164310943,22,180,94308
164310943,23,180,94309
164310943,24,180,94310
164310943,25,180,94311
164310943,26,180,94312
164310943,27,180,94313
164310943,28,180,94314
164310943,29,180,94315
164310943,30,180,94316
164310943,31,180,94317
164310943,33,180,94318
164310943,34,180,94319
164310943,35,180,94320
164310943,36,180,94321
164310943,37,180,94322
164310943,38,180,94323
164310943,39,180,94324
164310943,40,180,94325
164310943,41,180,94326
164310943,43,180,94327
164310943,44,180,94328
164310943,45,180,94329
164310943,47,180,94330
164310943,49,180,94331
164310943,50,180,94332
164310943,51,180,94333
164310943,52,180,94334
164310943,53,180,94335
164310943,54,180,94336
164310943,55,180,94337
164310943,56,180,94338
164310943,57,180,94339
164310943,58,180,94340
164310943,59,180,94341
164310943,60,180,94342
164310943,61,180,94343
164310943,62,180,94344
164310943,63,180,94345
164310943,64,180,94346
164310943,65,180,94347
164310943,66,180,94348
164310943,67,180,94349
164310943,68,180,94350
164310943,69,180,94351
164310943,70,180,94352
164310943,71,180,94353
164310943,72,180,94354
164310943,73,180,94355
164310943,74,180,94356
164310943,75,180,94357
164310943,76,180,94358
164310943,77,180,94359
164310943,78,180,94360
164310943,80,180,94361
164310943,81,180,94362
164310943,82,180,94363
164310943,83,180,94364
164310943,85,180,94365
164310943,86,180,94366
164310943,87,180,94367
164310943,88,180,94368
164310943,89,180,94369
164310943,300,180,512623
164310943,301,180,517206
164311043,250,0,96161
164311043,251,0,96162
164311043,252,0,96163
164311043,253,0,96164
164311043,302,0,521291
164311043,303,0,525392
164311043,1,30,96077
164311043,2,30,96078
164311043,3,30,96079
164311043,4,30,96080
164311043,5,30,96081
164311043,6,30,96082
164311043,7,30,96083
164311043,8,30,96084
164311043,9,30,96085
164311043,10,30,96086
164311043,11,30,96087
164311043,12,30,96088
164311043,13,30,96089
164311043,235,30,96160
164311043,14,180,96090
164311043,15,180,96091
164311043,16,180,96092
164311043,17,180,96093
164311043,18,180,96094
164311043,19,180,96095
164311043,20,180,96096
164311043,21,180,96097
164311043,22,180,96098
164311043,23,180,96099
164311043,24,180,96100
164311043,25,180,96101
164311043,26,180,96102
164311043,27,180,96103
164311043,28,180,96104
164311043,29,180,96105
164311043,30,180,96106
164311043,31,180,96107
164311043,33,180,96108
164311043,34,180,96109
164311043,35,180,96110
164311043,36,180,96111
164311043,37,180,96112
164311043,38,180,96113
164311043,39,180,96114
164311043,40,180,96115
164311043,41,180,96116
164311043,43,180,96117
164311043,44,180,96118
164311043,45,180,96119
164311043,47,180,96120
164311043,49,180,96121
164311043,50,180,96122
164311043,51,180,96123
164311043,52,180,96124
164311043,53,180,96125
164311043,54,180,96126
164311043,55,180,96127
164311043,56,180,96128
164311043,57,180,96129
164311043,58,180,96130
164311043,59,180,96131
164311043,60,180,96132
164311043,61,180,96133
164311043,62,180,96134
164311043,63,180,96135
164311043,64,180,96136
164311043,65,180,96137
164311043,66,180,96138
164311043,67,180,96139
164311043,68,180,96140
164311043,69,180,96141
164311043,70,180,96142
164311043,71,180,96143
164311043,72,180,96144
164311043,73,180,96145
164311043,74,180,96146
164311043,75,180,96147
164311043,76,180,96148
164311043,77,180,96149
164311043,78,180,96150
164311043,80,180,96151
164311043,81,180,96152
164311043,82,180,96153
164311043,83,180,96154
164311043,85,180,96155
164311043,86,180,96156
164311043,87,180,96157
164311043,88,180,96158
164311043,89,180,96159
164311043,300,180,512643
164311043,301,180,517226
164311045,1,0,96165
164311045,2,0,96166
164311045,3,0,96167
164311045,4,0,96168
164311045,5,0,96169
164311045,6,0,96170
164311045,7,0,96171
164311045,8,0,96172
164311045,9,0,96173
164311045,10,0,96174
164311045,11,0,96175
164311045,12,0,96176
164311045,13,0,96177
164311045,14,0,96178
164311045,15,0,96179
164311045,16,0,96180
164311045,17,0,96181
164311045,18,0,96182
164311045,19,0,96183
164311045,20,0,96184
164311045,21,0,96185
164311045,22,0,96186
164311045,23,0,96187
164311045,24,0,96188
164311045,25,0,96189
164311045,26,0,96190
164311045,27,0,96191
164311045,28,0,96192
164311045,29,0,96193
164311045,30,0,96194
164311045,31,0,96195
164311045,33,0,96196
164311045,34,0,96197
164311045,35,0,96198
164311045,36,0,96199
164311045,37,0,96200
164311045,38,0,96201
164311045,39,0,96202
164311045,40,0,96203
164311045,41,0,96204
164311045,43,0,96205
164311045,44,0,96206
164311045,45,0,96207
164311045,47,0,96208
164311045,49,0,96209
164311045,50,0,96210
164311045,51,0,96211
164311045,52,0,96212
164311045,53,0,96213
164311045,54,0,96214
164311045,55,0,96215
164311045,56,0,96216
164311045,57,0,96217
164311045,58,0,96218
164311045,59,0,96219
164311045,60,0,96220
164311045,61,0,96221
164311045,62,0,96222
164311045,63,0,96223
164311045,64,0,96224
164311045,65,0,96225
164311045,66,0,96226
164311045,67,0,96227
164311045,68,0,96228
164311045,69,0,96229
164311045,70,0,96230
164311045,71,0,96231
164311045,72,0,96232
164311045,73,0,96233
164311045,74,0,96234
164311045,75,0,96235
164311045,76,0,96236
164311045,77,0,96237
164311045,78,0,96238
164311045,80,0,96239
164311045,81,0,96240
164311045,82,0,96241
164311045,83,0,96242
164311045,85,0,96244
164311045,86,0,96245
164311045,87,0,96246
164311045,88,0,96247
164311045,89,0,96248
164311045,235,0,96249
164311045,250,0,96250
164311045,251,0,96251
164311045,252,0,96252
164311045,253,0,96253
164311045,302,0,521292
164311045,303,0,525393
164311045,84,180,96243
164311045,300,180,512644
164311045,301,180,517227
164311143,250,0,98667
164311143,251,0,98668
164311143,252,0,98669
164311143,253,0,98670
164311143,302,0,521319
164311143,303,0,525420
164311143,1,30,98583
164311143,2,30,98584
164311143,3,30,98585
164311143,4,30,98586
164311143,5,30,98587
164311143,6,30,98588
164311143,7,30,98589
164311143,8,30,98590
164311143,9,30,98591
164311143,10,30,98592
164311143,11,30,98593
164311143,12,30,98594
164311143,13,30,98595
164311143,235,30,98666
164311143,14,180,98596
164311143,15,180,98597
164311143,16,180,98598
164311143,17,180,98599
164311143,18,180,98600
164311143,19,180,98601
164311143,20,180,98602
164311143,21,180,98603
164311143,22,180,98604
164311143,23,180,98605
164311143,24,180,98606
164311143,25,180,98607
164311143,26,180,98608
164311143,27,180,98609
164311143,28,180,98610
164311143,29,180,98611
164311143,30,180,98612
164311143,31,180,98613
164311143,33,180,98614
164311143,34,180,98615
164311143,35,180,98616
164311143,36,180,98617
164311143,37,180,98618
164311143,38,180,98619
164311143,39,180,98620
164311143,40,180,98621
164311143,41,180,98622
164311143,43,180,98623
164311143,44,180,98624
164311143,45,180,98625
164311143,47,180,98626
164311143,49,180,98627
164311143,50,180,98628
164311143,51,180,98629
164311143,52,180,98630
164311143,53,180,98631
164311143,54,180,98632
164311143,55,180,98633
164311143,56,180,98634
164311143,57,180,98635
164311143,58,180,98636
164311143,59,180,98637
164311143,60,180,98638
164311143,61,180,98639
164311143,62,180,98640
164311143,63,180,98641
164311143,64,180,98642
164311143,65,180,98643
164311143,66,180,98644
164311143,67,180,98645
164311143,68,180,98646
164311143,69,180,98647
164311143,70,180,98648
164311143,71,180,98649
164311143,72,180,98650
164311143,73,180,98651
164311143,74,180,98652
164311143,75,180,98653
164311143,76,180,98654
164311143,77,180,98655
164311143,78,180,98656
164311143,80,180,98657
164311143,81,180,98658
164311143,82,180,98659
164311143,83,180,98660
164311143,85,180,98661
164311143,86,180,98662
164311143,87,180,98663
164311143,88,180,98664
164311143,89,180,98665
164311143,300,180,512671
164311143,301,180,517254
164311145,1,0,98671
164311145,2,0,98672
164311145,3,0,98673
164311145,4,0,98674
164311145,5,0,98675
164311145,6,0,98676
164311145,7,0,98677
164311145,8,0,98678
164311145,9,0,98679
164311145,10,0,98680
164311145,11,0,98681
164311145,12,0,98682
164311145,13,0,98683
164311145,14,0,98684
164311145,15,0,98685
164311145,16,0,98686
164311145,17,0,98687
164311145,18,0,98688
164311145,19,0,98689
164311145,20,0,98690
164311145,21,0,98691
164311145,22,0,98692
164311145,23,0,98693
164311145,24,0,98694
164311145,25,0,98695
164311145,26,0,98696
164311145,27,0,98697
164311145,28,0,98698
164311145,29,0,98699
164311145,30,0,98700
164311145,31,0,98701
164311145,33,0,98702
164311145,34,0,98703
164311145,35,0,98704
164311145,36,0,98705
164311145,37,0,98706
164311145,38,0,98707
164311145,39,0,98708
164311145,40,0,98709
164311145,41,0,98710
164311145,43,0,98711
164311145,44,0,98712
164311145,45,0,98713
164311145,47,0,98714
164311145,49,0,98715
164311145,50,0,98716
164311145,51,0,98717
164311145,52,0,98718
164311145,53,0,98719
164311145,54,0,98720
164311145,55,0,98721
164311145,56,0,98722
164311145,57,0,98723
164311145,58,0,98724
164311145,59,0,98725
164311145,60,0,98726
164311145,62,0,98728
164311145,63,0,98729
164311145,64,0,98730
164311145,65,0,98731
164311145,66,0,98732
