CD_PLANO,CD_MUNIC,TP_SITUACAO,ID_ORIGEM
1647503F,3170107,I,373
1647503F,3170206,I,374
1647503FF,3106200,I,378
1647503FF,3170107,I,376
1647503FF,3170206,I,377
1647503G,3106200,I,381
1647503G,3170107,I,379
1647503G,3170206,I,380
1647503GG,3104007,I,3059
1647503GG,3106200,I,384
1647503GG,3111507,I,3061
1647503GG,3129509,I,3060
1647503GG,3149804,I,3062
1647503GG,3170107,I,382
1647503GG,3170206,I,383
1647503H,3106200,I,387
1647503H,3170107,I,385
1647503H,3170206,I,386
1647503HH,3106200,I,390
1647503HH,3170107,I,388
1647503HH,3170206,I,389
1647503I,3106200,I,393
1647503I,3170107,I,391
1647503I,3170206,I,392
1647503J,3106200,I,396
1647503J,3170206,I,395
1647503J,3170107,I,394
1647503K,3106200,I,399
1647503K,3170107,I,397
1647503K,3170206,I,398
1647503K1,3106200,I,402
1647503K1,3170107,I,400
1647503K1,3170206,I,401
1647503KA,3106200,I,405
1647503KA,3170107,I,403
1647503KA,3170206,I,404
1647503KB,3106200,I,408
1647503KB,3170107,I,406
1647503KB,3170206,I,407
1647503KC,3106200,I,411
1647503KC,3170107,I,409
1647503KC,3170206,I,410
1647503KD,3106200,I,414
1647503KD,3170107,I,412
1647503KD,3170206,I,413
1647503KF,3106200,I,417
1647503KF,3170107,I,415
1647503KF,3170206,I,416
1647503KG,3106200,I,420
1647503KG,3170107,I,418
1647503KG,3170206,I,419
1647503KH,3106200,I,423
1647503KH,3170107,I,421
1647503KH,3170206,I,422
1647503KI,3106200,I,426
1647503KI,3170107,I,424
1647503KI,3170206,I,425
1647503KJ,3106200,I,429
1647503KJ,3170107,I,427
1647503KJ,3170206,I,428
1647503L,3106200,I,432
1647503L,3170107,I,430
1647503L,3170206,I,431
1647503L1,3106200,I,435
1647503L1,3170107,I,433
1647503L1,3170206,I,434
1647503LB,3106200,I,438
1647503LB,3170107,I,436
1647503LB,3170206,I,437
1647503LC,3106200,I,441
1647503LC,3170107,I,439
1647503LC,3170206,I,440
1647503LD,3106200,I,444
1647503LD,3170206,I,443
1647503LD,3170107,I,442
1647503LE,3106200,I,447
1647503LE,3170107,I,445
1647503LE,3170206,I,446
1647503LF,3106200,I,450
1647503LF,3170107,I,448
1647503LF,3170206,I,449
1647503LG,3106200,I,453
1647503LG,3170107,I,451
1647503LG,3170206,I,452
1647503LH,3106200,I,456
1647503LH,3170107,I,454
1647503LH,3170206,I,455
1647503LI,3106200,I,459
1647503LI,3170206,I,458
1647503LI,3170107,I,457
1647503LJ,3106200,I,462
1647503LJ,3170206,I,461
1647503LJ,3170107,I,460
1647503LK,3106200,I,465
1647503LK,3170107,I,463
1647503LK,3170206,I,464
1647503M,3106200,I,468
1647503M,3170107,I,466
1647503M,3170206,I,467
1647503MA,3106200,I,471
1647503MA,3170107,I,469
1647503MA,3170206,I,470
1647503N,3106200,I,474
1647503N,3170107,I,472
1647503N,3170206,I,473
1647503O,3106200,I,477
1647503O,3170107,I,475
1647503O,3170206,I,476
1647503P,3106200,I,480
1647503P,3170107,I,478
1647503P,3170206,I,479
1647503Q,3106200,I,483
1647503Q,3170107,I,481
1647503Q,3170206,I,482
1647503QA,3106200,I,486
1647503QA,3170107,I,484
1647503QA,3170206,I,485
1647503R,3106200,I,489
1647503R,3170107,I,487
1647503R,3170206,I,488
1647503T,3106200,I,492
1647503T,3170107,I,490
1647503T,3170206,I,491
1647503U,3106200,I,495
1647503U,3170107,I,493
1647503U,3170206,I,494
16475041,3106200,I,498
16475041,3170107,I,496
16475041,3170206,I,497
16475049,3106200,I,501
16475049,3170107,I,499
16475049,3170206,I,500
1647504A,3106200,I,504
1647504A,3170107,I,502
1647504A,3170206,I,503
1647504A1,3106200,I,507
1647504A1,3170107,I,505
1647504A1,3170206,I,506
1647504AA,3106200,I,510
1647504AA,3170107,I,508
1647504AA,3170206,I,509
1647504B,3106200,I,513
1647504B,3170107,I,511
1647504B,3170206,I,512
1647504BB,3106200,I,516
1647504BB,3170107,I,514
1647504BB,3170206,I,515
1647504C,3106200,I,519
1647504C,3170107,I,517
1647504C,3170206,I,518
1647504CC,3106200,I,522
1647504CC,3170107,I,520
1647504CC,3170206,I,521
1647504D,3106200,I,525
1647504D,3170107,I,523
1647504D,3170206,I,524
1647504DD,3106200,I,528
1647504DD,3170107,I,526
1647504DD,3170206,I,527
1647504E,3106200,I,531
1647504E,3170107,I,529
1647504E,3170206,I,530
1647504E1,3106200,I,534
1647504E1,3170107,I,532
1647504E1,3170206,I,533
1647504EE,3106200,I,537
1647504EE,3170107,I,535
1647504EE,3170206,I,536
1647504F,3106200,I,540
1647504F,3170107,I,538
1647504F,3170206,I,539
1647504FF,3106200,I,543
1647504FF,3170107,I,541
1647504FF,3170206,I,542
1647504G,3106200,I,546
1647504G,3170107,I,544
1647504G,3170206,I,545
1647504GG,3106200,I,549
1647504GG,3170107,I,547
1647504GG,3170206,I,548
1647504H,3106200,I,552
1647504H,3170107,I,550
1647504H,3170206,I,551
1647504HH,3106200,I,555
1647504HH,3170107,I,553
1647504HH,3170206,I,554
1647504I,3106200,I,558
1647504I,3170107,I,556
1647504I,3170206,I,557
1647504J,3106200,I,561
1647504J,3170107,I,559
1647504J,3170206,I,560
1647504K,3106200,I,564
1647504K,3170107,I,562
1647504K,3170206,I,563
1647504K1,3106200,I,567
1647504K1,3170206,I,566
1647504K1,3170107,I,565
1647504KA,3106200,I,570
1647504KA,3170107,I,568
1647504KA,3170206,I,569
1647504KB,3106200,I,573
1647504KB,3170107,I,571
1647504KB,3170206,I,572
1647504KC,3106200,I,576
1647504KC,3170107,I,574
1647504KC,3170206,I,575
1647504KD,3106200,I,579
1647504KD,3170107,I,577
1647504KD,3170206,I,578
1647504KF,3106200,I,582
1647504KF,3170107,I,580
1647504KF,3170206,I,581
1647504KG,3106200,I,585
1647504KG,3170107,I,583
1647504KG,3170206,I,584
1647504KH,3106200,I,588
1647504KH,3170107,I,586
1647504KH,3170206,I,587
1647504KI,3106200,I,591
1647504KI,3170206,I,590
1647504KI,3170107,I,589
1647504KJ,3106200,I,594
1647504KJ,3170107,I,592
1647504KJ,3170206,I,593
1647504L,3106200,I,597
1647504L,3170107,I,595
1647504L,3170206,I,596
1647504L1,3106200,I,600
1647504L1,3170107,I,598
1647504L1,3170206,I,599
1647504LB,3106200,I,603
1647504LB,3170206,I,602
1647504LB,3170107,I,601
1647504LC,3106200,I,606
1647504LC,3170206,I,605
1647504LC,3170107,I,604
1647504LD,3106200,I,609
1647504LD,3170107,I,607
1647504LD,3170206,I,608
1647504LE,3106200,I,612
1647504LE,3170206,I,611
1647504LE,3170107,I,610
1647504LF,3106200,I,615
1647504LF,3170107,I,613
1647504LF,3170206,I,614
1647504LG,3106200,I,618
1647504LG,3170107,I,616
1647504LG,3170206,I,617
1647504LH,3106200,I,621
1647504LH,3170107,I,619
1647504LH,3170206,I,620
1647504LI,3106200,I,624
1647504LI,3170107,I,622
1647504LI,3170206,I,623
1647504LJ,3106200,I,627
1647504LJ,3170107,I,625
1647504LJ,3170206,I,626
1647504M,3106200,I,630
1647504M,3170107,I,628
1647504M,3170206,I,629
1647504MA,3106200,I,633
1647504MA,3170107,I,631
1647504MA,3170206,I,632
1647504N,3106200,I,636
1647504N,3170107,I,634
1647504N,3170206,I,635
1647504O,3106200,I,639
1647504O,3170107,I,637
1647504O,3170206,I,638
1647504P,3106200,I,642
1647504P,3170107,I,640
1647504P,3170206,I,641
1647504Q,3106200,I,645
1647504Q,3170206,I,644
1647504Q,3170107,I,643
1647504QA,3106200,I,648
1647504QA,3170107,I,646
1647504QA,3170206,I,647
1647504R,3106200,I,651
1647504R,3170107,I,649
1647504R,3170206,I,650
1647504T,3106200,I,654
1647504T,3170107,I,652
1647504T,3170206,I,653
1647504U,3106200,I,657
1647504U,3170107,I,655
1647504U,3170206,I,656
16475051,3106200,I,660
16475051,3170107,I,658
16475051,3170206,I,659
16475059,3106200,I,663
16475059,3170107,I,661
16475059,3170206,I,662
1647505A,3106200,I,666
1647505A,3170107,I,664
1647505A,3170206,I,665
1647505A1,3106200,I,669
1647505A1,3170107,I,667
1647505A1,3170206,I,668
1647505AA,3106200,I,672
1647505AA,3170107,I,670
1647505AA,3170206,I,671
1647505B,3106200,I,675
1647505B,3170107,I,673
1647505B,3170206,I,674
1647505BB,3106200,I,678
1647505BB,3170107,I,676
1647505BB,3170206,I,677
1647505C,3106200,I,681
1647505C,3170107,I,679
1647505C,3170206,I,680
1647505CC,3106200,I,684
1647505CC,3170107,I,682
1647505CC,3170206,I,683
1647505D,3106200,I,687
1647505D,3170107,I,685
1647505D,3170206,I,686
1647505DD,3106200,I,690
1647505DD,3170107,I,688
1647505DD,3170206,I,689
1647505E,3106200,I,693
1647505E,3170206,I,692
1647505E,3170107,I,691
1647505E1,3106200,I,696
1647505E1,3170107,I,694
1647505E1,3170206,I,695
1647505EE,3106200,I,699
1647505EE,3170206,I,698
1647505EE,3170107,I,697
1647505F,3106200,I,702
1647505F,3170107,I,700
1647505F,3170206,I,701
1647505FF,3106200,I,705
1647505FF,3170107,I,703
1647505FF,3170206,I,704
1647505G,3106200,I,708
1647505G,3170107,I,706
1647505G,3170206,I,707
1647505GG,3106200,I,711
1647505GG,3170107,I,709
1647505GG,3170206,I,710
1647505H,3106200,I,714
1647505H,3170107,I,712
1647505H,3170206,I,713
1647505HH,3106200,I,717
1647505HH,3170107,I,715
1647505HH,3170206,I,716
1647505I,3106200,I,720
1647505I,3170107,I,718
1647505I,3170206,I,719
1647505J,3106200,I,723
1647505J,3170107,I,721
1647505J,3170206,I,722
1647505K,3106200,I,726
1647505K,3170107,I,724
1647505K,3170206,I,725
1647505K1,3106200,I,729
1647505K1,3170107,I,727
1647505K1,3170206,I,728
1647505KA,3106200,I,732
1647505KA,3170107,I,730
1647505KA,3170206,I,731
1647505KB,3106200,I,735
1647505KB,3170107,I,733
1647505KB,3170206,I,734
1647505KC,3106200,I,738
1647505KC,3170206,I,737
1647505KC,3170107,I,736
1647505KD,3106200,I,741
1647505KD,3170206,I,740
1647505KD,3170107,I,739
1647505KF,3106200,I,744
1647505KF,3170206,I,743
1647505KF,3170107,I,742
1647505KG,3106200,I,747
1647505KG,3170107,I,745
1647505KG,3170206,I,746
1647505KH,3106200,I,750
1647505KH,3170107,I,748
1647505KH,3170206,I,749
1647505KI,3106200,I,753
1647505KI,3170107,I,751
1647505KI,3170206,I,752
1647505KJ,3106200,I,756
1647505KJ,3170107,I,754
1647505KJ,3170206,I,755
1647505L,3106200,I,759
1647505L,3170206,I,758
1647505L,3170107,I,757
1647505L1,3106200,I,762
1647505L1,3170107,I,760
1647505L1,3170206,I,761
1647505LB,3106200,I,765
1647505LB,3170107,I,763
1647505LB,3170206,I,764
1647505LC,3106200,I,768
1647505LC,3170107,I,766
1647505LC,3170206,I,767
1647505LD,3106200,I,771
1647505LD,3170206,I,770
1647505LD,3170107,I,769
1647505LE,3106200,I,774
1647505LE,3170107,I,772
1647505LE,3170206,I,773
1647505LF,3106200,I,777
1647505LF,3170107,I,775
1647505LF,3170206,I,776
1647505LG,3106200,I,780
1647505LG,3170107,I,778
1647505LG,3170206,I,779
1647505LH,3106200,I,783
1647505LH,3170107,I,781
1647505LH,3170206,I,782
1647505LI,3106200,I,786
1647505LI,3170107,I,784
1647505LI,3170206,I,785
1647505LJ,3106200,I,789
1647505LJ,3170107,I,787
1647505LJ,3170206,I,788
1647505M,3106200,I,792
1647505M,3170107,I,790
1647505M,3170206,I,791
1647505MA,3106200,I,795
1647505MA,3170107,I,793
1647505MA,3170206,I,794
1647505N,3106200,I,798
1647505N,3170107,I,796
1647505N,3170206,I,797
1647505O,3106200,I,801
1647505O,3170107,I,799
1647505O,3170206,I,800
1647505P,3106200,I,804
1647505P,3170107,I,802
1647505P,3170206,I,803
1647505Q,3106200,I,807
1647505Q,3170107,I,805
1647505Q,3170206,I,806
1647505QA,3106200,I,810
1647505QA,3170107,I,808
1647505QA,3170206,I,809
1647505R,3106200,I,813
1647505R,3170107,I,811
1647505R,3170206,I,812
1647505T,3106200,I,816
1647505T,3170206,I,815
1647505T,3170107,I,814
1647505U,3106200,I,819
1647505U,3170107,I,817
1647505U,3170206,I,818
16475061,3106200,I,822
16475061,3170107,I,820
16475061,3170206,I,821
16475069,3106200,I,825
16475069,3170107,I,823
16475069,3170206,I,824
1647506A,3106200,I,828
1647506A,3170107,I,826
1647506A,3170206,I,827
1647506A1,3106200,I,831
1647506A1,3170107,I,829
1647506A1,3170206,I,830
1647506AA,3106200,I,834
1647506AA,3170206,I,833
1647506AA,3170107,I,832
1647506B,3106200,I,837
1647506B,3170107,I,835
1647506B,3170206,I,836
1647506BB,3106200,I,840
1647506BB,3170206,I,839
1647506BB,3170107,I,838
1647506C,3106200,I,843
1647506C,3170107,I,841
1647506C,3170206,I,842
1647506CC,3106200,I,846
1647506CC,3170107,I,844
1647506CC,3170206,I,845
1647506D,3106200,I,849
1647506D,3170107,I,847
1647506D,3170206,I,848
1647506DD,3106200,I,852
1647506DD,3170107,I,850
1647506DD,3170206,I,851
1647506E,3106200,I,855
1647506E,3170206,I,854
1647506E,3170107,I,853
1647506E1,3106200,I,858
1647506E1,3170107,I,856
1647506E1,3170206,I,857
1647506EE,3106200,I,861
1647506EE,3170107,I,859
1647506EE,3170206,I,860
1647506F,3106200,I,864
1647506F,3170107,I,862
1647506F,3170206,I,863
1647506FF,3106200,I,867
1647506FF,3170107,I,865
1647506FF,3170206,I,866
1647506G,3106200,I,870
1647506G,3170206,I,869
1647506G,3170107,I,868
1647506GG,3106200,I,873
1647506GG,3170107,I,871
1647506GG,3170206,I,872
1647506H,3106200,I,876
1647506H,3170107,I,874
1647506H,3170206,I,875
1647506HH,3106200,I,879
1647506HH,3170107,I,877
1647506HH,3170206,I,878
1647506I,3106200,I,882
1647506I,3170107,I,880
1647506I,3170206,I,881
1647506J,3106200,I,885
1647506J,3170107,I,883
1647506J,3170206,I,884
1647506K,3106200,I,888
1647506K,3170107,I,886
1647506K,3170206,I,887
1647506K1,3106200,I,891
1647506K1,3170206,I,890
1647506K1,3170107,I,889
1647506KA,3106200,I,894
1647506KA,3170107,I,892
1647506KA,3170206,I,893
1647506KB,3106200,I,897
1647506KB,3170107,I,895
1647506KB,3170206,I,896
1647506KC,3106200,I,900
1647506KC,3170107,I,898
1647506KC,3170206,I,899
1647506KD,3106200,I,903
1647506KD,3170107,I,901
1647506KD,3170206,I,902
1647506KF,3106200,I,906
1647506KF,3170107,I,904
1647506KF,3170206,I,905
1647506KG,3106200,I,909
1647506KG,3170206,I,908
1647506KG,3170107,I,907
1647506KH,3106200,I,912
1647506KH,3170107,I,910
1647506KH,3170206,I,911
1647506KI,3106200,I,915
1647506KI,3170107,I,913
1647506KI,3170206,I,914
1647506KJ,3106200,I,918
1647506KJ,3170107,I,916
1647506KJ,3170206,I,917
1647506L,3106200,I,921
1647506L,3170107,I,919
1647506L,3170206,I,920
1647506L1,3106200,I,924
1647506L1,3170107,I,922
1647506L1,3170206,I,923
1647506LB,3106200,I,927
1647506LB,3170107,I,925
1647506LB,3170206,I,926
1647506LC,3106200,I,930
1647506LC,3170107,I,928
1647506LC,3170206,I,929
1647506LD,3106200,I,933
1647506LD,3170107,I,931
1647506LD,3170206,I,932
1647506LE,3106200,I,936
1647506LE,3170107,I,934
1647506LE,3170206,I,935
1647506LF,3106200,I,939
1647506LF,3170206,I,938
1647506LF,3170107,I,937
1647506LG,3106200,I,942
1647506LG,3170107,I,940
1647506LG,3170206,I,941
1647506LH,3106200,I,945
1647506LH,3170107,I,943
1647506LH,3170206,I,944
1647506LI,3106200,I,948
1647506LI,3170107,I,946
1647506LI,3170206,I,947
1647506LJ,3106200,I,951
1647506LJ,3170107,I,949
1647506LJ,3170206,I,950
1647506M,3106200,I,954
1647506M,3170107,I,952
1647506M,3170206,I,953
1647506MA,3106200,I,957
1647506MA,3170107,I,955
1647506MA,3170206,I,956
1647506N,3106200,I,960
1647506N,3170107,I,958
1647506N,3170206,I,959
1647506O,3106200,I,963
1647506O,3170107,I,961
1647506O,3170206,I,962
1647506P,3106200,I,966
1647506P,3170107,I,964
1647506P,3170206,I,965
1647506Q,3106200,I,969
1647506Q,3170107,I,967
1647506Q,3170206,I,968
1647506QA,3106200,I,972
1647506QA,3170107,I,970
1647506QA,3170206,I,971
1647506R,3106200,I,975
1647506R,3170107,I,973
1647506R,3170206,I,974
1647506T,3106200,I,978
1647506T,3170107,I,976
1647506T,3170206,I,977
1647506U,3106200,I,981
1647506U,3170107,I,979
1647506U,3170206,I,980
16475071,3106200,I,984
16475071,3170206,I,983
16475071,3170107,I,982
164750711,3106200,I,987
164750711,3170107,I,985
164750711,3170206,I,986
16475079,3106200,I,990
16475079,3170107,I,988
16475079,3170206,I,989
1647507A,3106200,I,993
1647507A,3170107,I,991
1647507A,3170206,I,992
1647507A1,3106200,I,996
1647507A1,3170107,I,994
1647507A1,3170206,I,995
1647507AA,3106200,I,999
1647507AA,3170107,I,997
1647507AA,3170206,I,998
1647507B,3106200,I,1002
1647507B,3170107,I,1000
1647507B,3170206,I,1001
1647507BB,3106200,I,1005
1647507BB,3170107,I,1003
1647507BB,3170206,I,1004
1647507C,3106200,I,1008
1647507C,3170107,I,1006
1647507C,3170206,I,1007
1647507CC,3106200,I,1011
1647507CC,3170107,I,1009
1647507CC,3170206,I,1010
1647507D,3106200,I,1014
1647507D,3170206,I,1013
1647507D,3170107,I,1012
1647507DD,3106200,I,1017
1647507DD,3170107,I,1015
1647507DD,3170206,I,1016
1647507E,3106200,I,1020
1647507E,3170107,I,1018
1647507E,3170206,I,1019
1647507E1,3106200,I,1023
1647507E1,3170107,I,1021
1647507E1,3170206,I,1022
1647507E2,3106200,I,1026
1647507E2,3170107,I,1024
1647507E2,3170206,I,1025
1647507EE,3106200,I,1029
1647507EE,3170107,I,1027
1647507EE,3170206,I,1028
1647507F,3106200,I,1032
1647507F,3170107,I,1030
1647507F,3170206,I,1031
1647507FF,3106200,I,1035
1647507FF,3170107,I,1033
1647507FF,3170206,I,1034
1647507G,3106200,I,1038
1647507G,3170107,I,1036
1647507G,3170206,I,1037
1647507GG,3106200,I,1041
1647507GG,3170107,I,1039
1647507GG,3170206,I,1040
1647507H,3106200,I,1044
1647507H,3170107,I,1042
1647507H,3170206,I,1043
1647507HH,3106200,I,1047
1647507HH,3170107,I,1045
1647507HH,3170206,I,1046
1647507I,3106200,I,1050
1647507I,3170206,I,1049
1647507I,3170107,I,1048
1647507I1,3106200,I,1053
1647507I1,3170107,I,1051
1647507I1,3170206,I,1052
1647507J,3106200,I,1056
1647507J,3170107,I,1054
1647507J,3170206,I,1055
1647507J1,3106200,I,1059
1647507J1,3170206,I,1058
1647507J1,3170107,I,1057
1647507K,3106200,I,1062
1647507K,3170107,I,1060
1647507K,3170206,I,1061
1647507K1,3106200,I,1065
1647507K1,3170107,I,1063
1647507K1,3170206,I,1064
1647507KA,3106200,I,1068
1647507KA,3170107,I,1066
1647507KA,3170206,I,1067
1647507KB,3106200,I,1071
1647507KB,3170107,I,1069
1647507KB,3170206,I,1070
1647507KC,3106200,I,1074
1647507KC,3170107,I,1072
1647507KC,3170206,I,1073
1647507KD,3106200,I,1077
1647507KD,3170107,I,1075
1647507KD,3170206,I,1076
1647507KF,3106200,I,1080
1647507KF,3170107,I,1078
1647507KF,3170206,I,1079
1647507KG,3106200,I,1083
1647507KG,3170206,I,1082
1647507KG,3170107,I,1081
1647507KH,3106200,I,1086
1647507KH,3170107,I,1084
1647507KH,3170206,I,1085
1647507KI,3106200,I,1089
1647507KI,3170206,I,1088
1647507KI,3170107,I,1087
1647507KJ,3106200,I,1092
1647507KJ,3170107,I,1090
1647507KJ,3170206,I,1091
1647507L,3106200,I,1095
1647507L,3170107,I,1093
1647507L,3170206,I,1094
1647507L1,3106200,I,1098
1647507L1,3170107,I,1096
1647507L1,3170206,I,1097
1647507LB,3106200,I,1101
1647507LB,3170107,I,1099
1647507LB,3170206,I,1100
1647507LC,3106200,I,1104
1647507LC,3170107,I,1102
1647507LC,3170206,I,1103
1647507LD,3106200,I,1107
1647507LD,3170107,I,1105
1647507LD,3170206,I,1106
1647507LE,3106200,I,1110
1647507LE,3170107,I,1108
1647507LE,3170206,I,1109
1647507LF,3106200,I,1113
1647507LF,3170107,I,1111
1647507LF,3170206,I,1112
1647507LG,3106200,I,1116
1647507LG,3170107,I,1114
1647507LG,3170206,I,1115
1647507LH,3106200,I,1119
1647507LH,3170107,I,1117
1647507LH,3170206,I,1118
1647507LI,3106200,I,1122
1647507LI,3170107,I,1120
1647507LI,3170206,I,1121
1647507LJ,3106200,I,1125
1647507LJ,3170107,I,1123
1647507LJ,3170206,I,1124
1647507M,3106200,I,1128
1647507M,3170107,I,1126
1647507M,3170206,I,1127
1647507MA,3106200,I,1131
1647507MA,3170206,I,1130
1647507MA,3170107,I,1129
1647507N,3106200,I,1134
1647507N,3170107,I,1132
1647507N,3170206,I,1133
1647507O,3106200,I,1137
1647507O,3170107,I,1135
1647507O,3170206,I,1136
1647507P,3106200,I,1140
1647507P,3170107,I,1138
1647507P,3170206,I,1139
1647507Q,3106200,I,1143
1647507Q,3170107,I,1141
1647507Q,3170206,I,1142
1647507QA,3106200,I,1146
1647507QA,3170206,I,1145
1647507QA,3170107,I,1144
1647507QB,3106200,I,1149
1647507QB,3170107,I,1147
1647507QB,3170206,I,1148
1647507R,3106200,I,1152
1647507R,3170107,I,1150
1647507R,3170206,I,1151
1647507RA,3106200,I,1155
1647507RA,3170107,I,1153
1647507RA,3170206,I,1154
1647507T,3106200,I,1158
1647507T,3170206,I,1157
1647507T,3170107,I,1156
1647507U,3106200,I,1161
1647507U,3170107,I,1159
1647507U,3170206,I,1160
1647507U1,3106200,I,1164
1647507U1,3170107,I,1162
1647507U1,3170206,I,1163
16475081,3106200,I,1167
16475081,3170206,I,1166
16475081,3170107,I,1165
16475089,3106200,I,1170
16475089,3170107,I,1168
16475089,3170206,I,1169
1647508A,3106200,I,1173
1647508A,3170107,I,1171
1647508A,3170206,I,1172
1647508A1,3106200,I,1176
1647508A1,3170107,I,1174
1647508A1,3170206,I,1175
1647508AA,3106200,I,1179
1647508AA,3170107,I,1177
1647508AA,3170206,I,1178
1647508B,3106200,I,1182
1647508B,3170107,I,1180
1647508B,3170206,I,1181
1647508BB,3106200,I,1185
1647508BB,3170107,I,1183
1647508BB,3170206,I,1184
1647508C,3106200,I,1188
1647508C,3170107,I,1186
1647508C,3170206,I,1187
1647508CC,3106200,I,1191
1647508CC,3170107,I,1189
1647508CC,3170206,I,1190
1647508D,3106200,I,1194
1647508D,3170206,I,1193
1647508D,3170107,I,1192
1647508DD,3106200,I,1197
1647508DD,3170107,I,1195
1647508DD,3170206,I,1196
1647508E,3106200,I,1200
1647508E,3170206,I,1199
1647508E,3170107,I,1198
1647508E1,3106200,I,1203
1647508E1,3170107,I,1201
1647508E1,3170206,I,1202
1647508EE,3106200,I,1206
1647508EE,3170107,I,1204
1647508EE,3170206,I,1205
1647508F,3106200,I,1209
1647508F,3170107,I,1207
1647508F,3170206,I,1208
1647508FF,3106200,I,1212
1647508FF,3170206,I,1211
1647508FF,3170107,I,1210
1647508G,3106200,I,1215
1647508G,3170107,I,1213
1647508G,3170206,I,1214
1647508GG,3106200,I,1218
1647508GG,3170107,I,1216
1647508GG,3170206,I,1217
1647508H,3106200,I,1221
1647508H,3170107,I,1219
1647508H,3170206,I,1220
1647508HH,3106200,I,1224
1647508HH,3170107,I,1222
1647508HH,3170206,I,1223
1647508I,3106200,I,1227
1647508I,3170107,I,1225
1647508I,3170206,I,1226
1647508J,3106200,I,1230
1647508J,3170107,I,1228
1647508J,3170206,I,1229
1647508K,3106200,I,1233
1647508K,3170206,I,1232
1647508K,3170107,I,1231
1647508K1,3106200,I,1236
1647508K1,3170107,I,1234
1647508K1,3170206,I,1235
1647508KA,3106200,I,1239
1647508KA,3170107,I,1237
1647508KA,3170206,I,1238
1647508KB,3106200,I,1242
1647508KB,3170206,I,1241
1647508KB,3170107,I,1240
1647508KC,3106200,I,1245
1647508KC,3170107,I,1243
1647508KC,3170206,I,1244
1647508KD,3106200,I,1248
1647508KD,3170107,I,1246
1647508KD,3170206,I,1247
1647508KF,3106200,I,1251
1647508KF,3170107,I,1249
1647508KF,3170206,I,1250
1647508KG,3106200,I,1254
1647508KG,3170107,I,1252
1647508KG,3170206,I,1253
1647508KH,3106200,I,1257
1647508KH,3170107,I,1255
1647508KH,3170206,I,1256
1647508KI,3106200,I,1260
1647508KI,3170107,I,1258
1647508KI,3170206,I,1259
1647508KJ,3106200,I,1263
1647508KJ,3170107,I,1261
1647508KJ,3170206,I,1262
1647508L,3106200,I,1266
1647508L,3170206,I,1265
1647508L,3170107,I,1264
1647508L1,3106200,I,1269
1647508L1,3170107,I,1267
1647508L1,3170206,I,1268
1647508LB,3106200,I,1272
1647508LB,3170107,I,1270
1647508LB,3170206,I,1271
1647508LC,3106200,I,1275
1647508LC,3170107,I,1273
1647508LC,3170206,I,1274
1647508LD,3106200,I,1278
1647508LD,3170107,I,1276
1647508LD,3170206,I,1277
1647508LE,3106200,I,1281
1647508LE,3170107,I,1279
1647508LE,3170206,I,1280
1647508LF,3106200,I,1284
1647508LF,3170107,I,1282
1647508LF,3170206,I,1283
1647508LG,3106200,I,1287
1647508LG,3170107,I,1285
1647508LG,3170206,I,1286
1647508LH,3106200,I,1290
1647508LH,3170107,I,1288
1647508LH,3170206,I,1289
1647508LI,3106200,I,1293
1647508LI,3170206,I,1292
1647508LI,3170107,I,1291
1647508LJ,3106200,I,1296
1647508LJ,3170107,I,1294
1647508LJ,3170206,I,1295
1647508M,3106200,I,1299
1647508M,3170107,I,1297
1647508M,3170206,I,1298
1647508MA,3106200,I,1302
1647508MA,3170107,I,1300
1647508MA,3170206,I,1301
1647508N,3106200,I,1305
1647508N,3170107,I,1303
1647508N,3170206,I,1304
1647508O,3106200,I,1308
1647508O,3170107,I,1306
1647508O,3170206,I,1307
1647508P,3106200,I,1311
1647508P,3170107,I,1309
1647508P,3170206,I,1310
1647508Q,3106200,I,1314
1647508Q,3170107,I,1312
1647508Q,3170206,I,1313
1647508QA,3106200,I,1317
1647508QA,3170107,I,1315
1647508QA,3170206,I,1316
1647508R,3106200,I,1320
1647508R,3170107,I,1318
1647508R,3170206,I,1319
1647508T,3106200,I,1323
1647508T,3170107,I,1321
1647508T,3170206,I,1322
1647508U,3106200,I,1326
1647508U,3170107,I,1324
1647508U,3170206,I,1325
16475091,3106200,I,1329
16475091,3170107,I,1327
16475091,3170206,I,1328
16475099,3106200,I,1332
16475099,3170107,I,1330
16475099,3170206,I,1331
1647509A,3106200,I,1335
1647509A,3170107,I,1333
1647509A,3170206,I,1334
1647509A1,3106200,I,1338
1647509A1,3170107,I,1336
1647509A1,3170206,I,1337
1647509AA,3106200,I,1341
1647509AA,3170107,I,1339
1647509AA,3170206,I,1340
1647509B,3106200,I,1344
1647509B,3170107,I,1342
1647509B,3170206,I,1343
1647509BB,3106200,I,1347
1647509BB,3170107,I,1345
1647509BB,3170206,I,1346
1647509C,3106200,I,1350
1647509C,3170107,I,1348
1647509C,3170206,I,1349
1647509CC,3106200,I,1353
1647509CC,3170107,I,1351
1647509CC,3170206,I,1352
1647509D,3106200,I,1356
1647509D,3170107,I,1354
1647509D,3170206,I,1355
1647509DD,3106200,I,1359
1647509DD,3170107,I,1357
1647509DD,3170206,I,1358
1647509E,3106200,I,1362
1647509E,3170206,I,1361
1647509E,3170107,I,1360
1647509E1,3106200,I,1365
1647509E1,3170107,I,1363
1647509E1,3170206,I,1364
1647509EE,3106200,I,1368
1647509EE,3170206,I,1367
