CD_GRUPO,CD_CONTRATO_VENDA,ID_ORIGEM
1,164298600,399
1,164298700,399
1,164299000,399
1,164299200,399
1,164299300,399
1,164299500,399
1,164299700,399
1,164299900,399
1,164300400,399
1,164300500,399
1,164300700,399
1,164300800,399
1,164300900,399
1,164301100,399
1,164301700,399
1,164301800,399
1,164302100,399
1,164302400,399
1,164302600,399
1,164302700,399
1,164303000,399
1,164303200,399
1,164303400,399
1,164303700,399
1,164303900,399
1,164304000,399
1,164304100,399
1,164304400,399
1,164305200,399
1,164306000,399
1,164306400,399
1,164306500,399
1,164306600,399
1,164306800,399
1,164307200,399
1,164307300,399
1,164307400,399
1,164308800,399
1,164309100,399
1,164309600,399
1,164309700,399
1,164309800,399
1,164310300,399
1,164312400,399
1,164313000,399
1,164313200,399
1,164313300,399
1,164313800,399
1,164314000,399
1,164314200,399
1,164314400,399
1,164314500,399
1,164314700,399
1,164314900,399
1,164315000,399
1,164315100,399
1,164315500,399
1,164315800,399
1,164315900,399
1,164316300,399
1,164316400,399
1,164316500,399
1,164316600,399
1,164316700,399
1,164316900,399
1,164317000,399
1,164317800,399
1,164317900,399
1,164318100,399
1,164318600,399
1,164319100,399
1,164319300,399
1,164319400,399
1,164319500,399
1,164319700,399
1,164320100,399
1,164320300,399
1,164320400,399
1,164320500,399
1,164320800,399
1,164321000,399
1,164321100,399
1,164323000,399
1,164323200,399
1,164323400,399
1,164323600,399
1,164323700,399
1,164323800,399
1,164324200,399
1,164324300,399
1,164324400,399
1,164325300,399
1,164325600,399
1,164325800,399
1,164326000,399
1,164326100,399
1,164326200,399
1,164326600,399
1,164327000,399
1,164327100,399
1,164327200,399
1,164327300,399
1,164327500,399
1,164327700,399
1,164327800,399
1,164327900,399
1,164328300,399
1,164328500,399
1,164329100,399
1,164329300,399
1,164329600,399
1,164330400,399
1,164331100,399
1,164331300,399
1,164331400,399
1,164331500,399
1,164331600,399
1,164332000,399
1,164332500,399
1,164332600,399
1,164332700,399
1,164333100,399
1,164333200,399
1,164333300,399
1,164333500,399
1,164333600,399
1,164333800,399
1,164334000,399
1,164334100,399
1,164334500,399
1,164334700,399
1,164335300,399
1,164335500,399
1,164335600,399
1,164335700,399
1,164335800,399
1,164336000,399
1,164336100,399
1,164336200,399
1,164336500,399
1,164336700,399
7,164337100,409
1,164337800,399
1,164338400,399
1,164338500,399
1,164339000,399
1,164339100,399
1,164339400,399
1,164339700,399
1,164339900,399
1,164340100,399
1,164340400,399
1,164340600,399
1,164340800,399
1,164341000,399
1,164341100,399
1,164341300,399
1,164341700,399
1,164341800,399
1,164341900,399
1,164342200,399
1,164342300,399
1,164342500,399
1,164342600,399
1,164342900,399
1,164343300,399
1,164343700,399
1,164343800,399
1,164344000,399
1,164344100,399
1,164344300,399
1,164344400,399
1,164344500,399
1,164344600,399
1,164344700,399
1,164345100,399
1,164345200,399
1,164345300,399
1,164345400,399
1,164345500,399
1,164345800,399
1,164345900,399
1,164346000,399
1,164346100,399
1,164346300,399
1,164346400,399
7,164346600,409
1,164346700,399
1,164346800,399
1,164346900,399
1,164347000,399
1,164347200,399
1,164347400,399
1,164347500,399
1,164347600,399
1,164347700,399
1,164347800,399
7,164347900,409
1,164348100,399
1,164348300,399
1,164348400,399
7,164348700,409
1,164348800,399
1,164349000,399
1,164349200,399
1,164349300,399
1,164349400,399
1,164349500,399
1,164349600,399
1,164349700,399
1,164349800,399
1,164349900,399
1,164350100,399
1,164350300,399
1,164350400,399
1,164350500,399
1,164350600,399
1,164350700,399
1,164350900,399
1,164351000,399
7,164351100,409
1,164351400,399
1,164351500,399
1,164351600,399
7,164351700,409
1,164351800,399
1,164351900,399
1,164352000,399
1,164352100,399
1,164352200,399
1,164352400,399
1,164352500,399
1,164352600,399
1,164352700,399
1,164352800,399
1,164352900,399
1,164353000,399
1,164353100,399
1,164353400,399
1,164353500,399
1,164353600,399
1,164353700,399
1,164353800,399
1,164353900,399
1,164354100,399
1,164354200,399
1,164354500,399
1,164354600,399
1,164354800,399
1,164355300,399
1,164355400,399
1,164355500,399
1,164355700,399
1,164355900,399
1,164356000,399
1,164356100,399
1,164356200,399
1,164356300,399
1,164356400,399
1,164356500,399
1,164356600,399
1,164356700,399
1,164356800,399
1,164357100,399
1,164357200,399
1,164357300,399
1,164357600,399
1,164357800,399
7,164357900,409
1,164358000,399
1,164358100,399
1,164358200,399
1,164358300,399
1,164358500,399
1,164358600,399
1,164358700,399
1,164358900,399
1,164359100,399
1,164359400,399
1,164359600,399
1,164359700,399
1,164359800,399
1,164360100,399
1,164360200,399
1,164360300,399
1,164360400,399
1,164360600,399
1,164360700,399
1,164360800,399
1,164360900,399
1,164361000,399
1,164361100,399
1,164361200,399
1,164361300,399
1,164361400,399
1,164361500,399
1,164361600,399
1,164361700,399
1,164361800,399
1,164361900,399
1,164362000,399
1,164362100,399
1,164362200,399
1,164362300,399
1,164362400,399
1,164362500,399
1,164362600,399
1,164362700,399
1,164362800,399
1,164362900,399
1,164363000,399
1,164363100,399
1,164363200,399
1,164363300,399
1,164363400,399
1,164363500,399
1,164363600,399
1,164363700,399
1,164363800,399
1,164363900,399
1,164364000,399
1,164364100,399
1,164364200,399
1,164364300,399
1,164364400,399
1,164364500,399
1,164364600,399
1,164364700,399
1,164364800,399
1,164364900,399
1,164365000,399
1,164365100,399
61341,164613100,634
6134,164613400,622
6134,164613500,622
6134,164613600,622
61341,164613700,634
6134,164614100,622
6134,164614200,622
6134,164614300,622
33,164703000,636
33,164704000,636
33,164706000,636
33,164708000,636
33,164710000,636
33,164710100,636
33,164710200,636
33,164710300,636
33,164710400,636
33,164710500,636
33,164710600,636
33,164711000,636
33,164712000,636
33,164736000,636
33,164739000,636
33,164741000,636
33,164742000,636
33,164743000,636
33,164745000,636
33,164799000,636
7,164800100,409
7,164800200,409
7,164800300,409
7,164800400,409
7,164800500,409
7,164800600,409
1643001,164300100001200,418
1643001,164300100002100,418
1643001,164300200000300,418
1643001,164300200000500,418
1643101,164310120024200,420
1643101,164310220043300,420
1643101,164310420029000,420
1643101,164310710005500,420
1643101,164310720002900,420
1643101,164310720005300,420
1643101,164310720006300,420
1643101,164310720006400,420
1643101,164310810010700,420
1643101,164310810052800,420
1643101,164310820009200,420
1643101,164310910012700,420
1643101,164311010015000,420
1643101,164311020014400,420
1643101,164311020014500,420
1643101,164311020014700,420
1643101,164311020016900,420
1643101,164311110017900,420
1643101,164311110019200,420
1643101,164311120018800,420
1643101,164311220021000,420
1643101,164340110023600,420
1643101,164340110024100,420
1643101,164340110058400,420
1643101,164340210024900,420
1643101,164340210059100,420
1643101,164340220024300,420
1643101,164340220024800,420
1643101,164340220025700,420
1643101,164340310044900,420
1643101,164340320045000,420
1643101,164340410047000,420
1643101,164340420027700,420
1643101,164340420029300,420
1643101,164340420045500,420
1643101,164340440004900,420
1643101,164340510030200,420
1643101,164340510046600,420
1643101,164340520027500,420
1643101,164340520049400,420
1643101,164340540003000,420
1643101,164340610000500,420
1643101,164340610005100,420
1643101,164340610055100,420
1643101,164340620001900,420
1643101,164340620061500,420
1643101,164340640000300,420
1643101,164340710052100,420
1643101,164340710052500,420
1643101,164340720003900,420
1643101,164340720056500,420
1643101,164340810010200,420
1643101,164340810062200,420
1643101,164340820007900,420
1643101,164340820053300,420
1643101,164340820062000,420
1643101,164340910011700,420
1643101,164340920056800,420
1643101,164341010057600,420
1643101,164341020017300,420
1643101,164341040001400,420
1643101,164341120018400,420
1643101,164341120018900,420
1643101,164341220020000,420
1643101,164341220020100,420
1643101,164420820010300,420
1643101,164430710002800,420
1643101,164431020016600,420
1643101,164440610031000,420
1643101,164440610031400,420
1643101,164440610031600,420
1643101,164440620032800,420
1643101,164440720033800,420
1643101,164440720033900,420
1643101,164440810036400,420
1643101,164440810036500,420
1643101,164440820034600,420
1643101,164440820036000,420
1643101,164440820036200,420
1643101,164440820036800,420
1643101,164441120040400,420
1643101,164441220042000,420
1644501,164451018121000,465
1644501,164451218141100,465
1644601,164460121107200,477
1644601,164461121103600,477
1644601,164461222125500,477
1645101,164510160033200,489
1645101,164510180003700,489
1645101,164510260032500,489
1645101,164510260033700,489
1645101,164510260036200,489
1645101,164510360013700,489
1645101,164510360043400,489
1645101,164510450014600,489
1645101,164510460112400,489
1645101,164510560045100,489
1645101,164510650038200,489
1645101,164510680007200,489
1645101,164510780002800,489
1645101,164510960000600,489
1645101,164510960000900,489
1645101,164510960001200,489
1645101,164510960041800,489
1645101,164510960098900,489
1645101,164511060002300,489
1645101,164511060002500,489
1645101,164511160004100,489
1645101,164511160004400,489
1645101,164511160030600,489
1645101,164520160019300,489
1645101,164520160019500,489
1645101,164520260006100,489
1645101,164520260006200,489
1645101,164520260033600,489
1645101,164520280001100,489
1645101,164520360006800,489
1645101,164520360014200,489
1645101,164520450021800,489
1645101,164520460020900,489
1645101,164520460021300,489
1645101,164520460022100,489
1645101,164520460022500,489
1645101,164520460037000,489
1645101,164520460114400,489
1645101,164520480004500,489
1645101,164520560007300,489
1645101,164520560015400,489
1645101,164520560023100,489
1645101,164520560023800,489
1645101,164520560033900,489
1645101,164520560044700,489
1645101,164520560080700,489
1645101,164520660035700,489
1645101,164520860010400,489
1645101,164520960042100,489
1645101,164520970005500,489
1645101,164521060017100,489
1645101,164521160042000,489
1645101,164521160043000,489
1645101,164521160065100,489
1645101,164521250018700,489
1645101,164521250072600,489
1645101,164521260031600,489
1645101,164521260044000,489
1645101,164521260044100,489
1645101,164521280000700,489
1645101,164540960011000,489
1645101,164540960011100,489
1645101,164541160012100,489
1647501,164750101334700,521
1647501,164750201925800,521
1647501,164750201926400,521
1647501,164750301928900,521
1647501,164750301929500,521
1647501,164750301930000,521
1647501,164750301994500,521
1647501,164750401396400,521
1647501,164750401397100,521
1647501,164750401397900,521
1647501,164750401399000,521
1647501,164750501401200,521
1647501,164750501401400,521
1647501,164750602043900,521
1647501,164750602328800,521
1647501,164750700051700,521
1647501,164750700052300,521
1647501,164750700053200,521
1647501,164750700054600,521
1647501,164750700125100,521
1647501,164750700125400,521
1647501,164750700126200,521
1647501,164750700128100,521
1647501,164750700128300,521
1647501,164750700128400,521
1647501,164750700129300,521
1647501,164750700129800,521
1647501,164750700623500,521
1647501,164750700699900,521
1647501,164750700700000,521
1647501,164750700700800,521
1647501,164750700733900,521
1647501,164750700821800,521
1647501,164750700915000,521
1647501,164750701014300,521
1647501,164750701014500,521
1647501,164750701014600,521
1647501,164750701017900,521
1647501,164750701565400,521
1647501,164750702045500,521
1647501,164750801131000,521
1647501,164750801609300,521
1647501,164750802046800,521
1647501,164750802240400,521
1647501,164750901225300,521
1647501,164750901609900,521
1647501,164750902238300,521
1647501,164751001233100,521
1647501,164751001233400,521
1647501,164751001234900,521
1647501,164751001610700,521
1647501,164751001611300,521
1647501,164751001611800,521
1647501,164751002235600,521
1647501,164751002237500,521
1647501,164751101234000,521
1647501,164751101238500,521
1647501,164751101998500,521
1647501,164751201239400,521
1647501,164751201332300,521
1647501,164751201613600,521
1647501,164751201614100,521
1647601,164760106390400,533
1647601,164760113062400,533
1647601,164760121210800,533
1647601,164760121211200,533
1647601,164760121212300,533
1647601,164760206385800,533
1647601,164760206386100,533
1647601,164760206386200,533
1647601,164760206387000,533
1647601,164760306387700,533
1647601,164760313071500,533
1647601,164760406388100,533
1647601,164760409506600,533
1647601,164760409510700,533
1647601,164760413067300,533
1647601,164760413070800,533
1647601,164760413071200,533
1647601,164760509507200,533
1647601,164760509508100,533
1647601,164760509510900,533
1647601,164760513067000,533
1647601,164760513067900,533
1647601,164760513068300,533
1647601,164760606388300,533
1647601,164760606388600,533
1647601,164760606388900,533
1647601,164760606389500,533
1647601,164760606389700,533
1647601,164760613068900,533
1647601,164760706389100,533
1647601,164760709508600,533
1647601,164760709509500,533
1647601,164760709509900,533
1647601,164760713065100,533
1647601,164760713066200,533
1647601,164760713066600,533
1647601,164760814041000,533
1647601,164760814041100,533
1647601,164760914033300,533
1647601,164760914041400,533
1647601,164760920165500,533
1647601,164760921215600,533
1647601,164761014032000,533
1647601,164761014035600,533
1647601,164761114036100,533
1647601,164761121095900,533
1647601,164761121098500,533
1647601,164761206390100,533
1647601,164761206390600,533
1647601,164761210891500,533
1647601,164761214036700,533
1647601,164761214036900,533
1647601,164761221099500,533
1647601,164761221099700,533
1647701,164770151417500,545
1647701,164770151746600,545
1647701,164770151748400,545
1647701,164770151749500,545
1647701,164770151750800,545
1647701,164770251751000,545
1647701,164770251752100,545
1647701,164770339388100,545
1647701,164770351750200,545
1647701,164770351752700,545
1647701,164770451753900,545
1647701,164770451754800,545
1647701,164770500000200,545
1647701,164770551755700,545
1647701,164770551755900,545
1647701,164770551756500,545
1647701,164770658600900,545
1647701,164770700100400,545
1647701,164770700490500,545
1647701,164770700490600,545
1647701,164770700491100,545
1647701,164770700491200,545
1647701,164770700491400,545
1647701,164770700492000,545
1647701,164770700492400,545
1647701,164770700492500,545
1647701,164770700492600,545
1647701,164770700493000,545
1647701,164770700493300,545
1647701,164770700493600,545
1647701,164770700493800,545
1647701,164770700494400,545
1647701,164770700495000,545
1647701,164770700495100,545
1647701,164770700495300,545
1647701,164770700495600,545
1647701,164770700496200,545
1647701,164770700496400,545
1647701,164770700497200,545
1647701,164770700499300,545
1647701,164770712717900,545
1647701,164770712719900,545
1647701,164770712720000,545
1647701,164770712720300,545
1647701,164770712721000,545
1647701,164770712721300,545
1647701,164770712721600,545
1647701,164770713710400,545
1647701,164770713711400,545
1647701,164770713712300,545
1647701,164770713713300,545
1647701,164770713714300,545
1647701,164770713714500,545
1647701,164770713715400,545
1647701,164770713715800,545
1647701,164770713715900,545
1647701,164770713717300,545
1647701,164770713717700,545
1647701,164770713718100,545
1647701,164770713718500,545
1647701,164770713719700,545
1647701,164770725988400,545
1647701,164770725988500,545
1647701,164770725988800,545
1647701,164770729981300,545
1647701,164770729982600,545
1647701,164770729984100,545
1647701,164770729984200,545
1647701,164770729984600,545
1647701,164770729984800,545
1647701,164770732382200,545
1647701,164770732382300,545
1647701,164770732383000,545
1647701,164770732383200,545
1647701,164770732383800,545
1647701,164770732385200,545
1647701,164770732385900,545
1647701,164770732386100,545
1647701,164770734238600,545
1647701,164770739385500,545
1647701,164770739386600,545
1647701,164770739387300,545
1647701,164770739387700,545
1647701,164770739387800,545
1647701,164770739388400,545
1647701,164770739388500,545
1647701,164770739389900,545
1647701,164770741426400,545
1647701,164770741426600,545
1647701,164770741426900,545
1647701,164770741427400,545
1647701,164770741428700,545
1647701,164770758602100,545
1647701,164770758602200,545
1647701,164770858602500,545
1647701,164770858603000,545
1647701,164770858603400,545
1647701,164770946707600,545
1647701,164770946707700,545
1647701,164770963730800,545
1647701,164770963731800,545
1647701,164771032386500,545
1647701,164771046706500,545
1647701,164771046706600,545
1647701,164771063732300,545
1647701,164771065828900,545
1647701,164771146703800,545
1647701,164771149346700,545
1647701,164771163731700,545
1647701,164771200497700,545
1647701,164771249346000,545
1647701,164771249346500,545
1647701,164771249349100,545
1647701,164771269802800,545
1647701,164771269803600,545
1647801,164780112007400,557
1647801,164780190006900,557
1647801,164780311015100,557
1647801,164780311017100,557
1647801,164780411011900,557
1647801,164780412010400,557
1647801,164780511012100,557
1647801,164780690000600,557
1647801,164780790000800,557
1647801,164780911002400,557
1647801,164780911014200,557
1647801,164781011004300,557
1647801,164781090003300,557
1647801,164781109016600,557
1647801,164781111005400,557
1647801,164781190005800,557
1647801,164781190014400,557
1647801,164781211006200,557
1647901,164790214015000,569
1647901,164790214016300,569
1647901,164790215024000,569
1647901,164790414016000,569
1647901,164790414026200,569
1647901,164790614017600,569
1647901,164790615000200,569
1647901,164790714002100,569
1647901,164790714002600,569
1647901,164790714003400,569
1647901,164790714004600,569
1647901,164790714018400,569
1647901,164790715019200,569
1647901,164790814003200,569
1647901,164790814004700,569
1647901,164790814005700,569
1647901,164790814019000,569
1647901,164790814019500,569
1647901,164790814020000,569
1647901,164790914006600,569
1647901,164790914020900,569
1647901,164791014022300,569
1647901,164791014022400,569
1647901,164791014022500,569
1647901,164791114023200,569
1647901,164791214010600,569
1647901,164791214011400,569
1647901,164791215012400,569
1647921,164792116023600,581
1647921,164792116106000,581
1647921,164792116143100,581
1647921,164792116146000,581
1647921,164792116177700,581
1647921,164792116264000,581
1647921,164792116264600,581
1647921,164792116403800,581
1647921,164792116404000,581
1647921,164792116404300,581
1647921,164792116404400,581
1647921,164792116405500,581
1647921,164792116405700,581
1647921,164792116459100,581
1647921,164792116460300,581
1647921,164792116460500,581
1647921,164792116461800,581
1647921,164792116462700,581
1647921,164792116526800,581
1647921,164792116526900,581
1647921,164792116527000,581
1647921,164792116528700,581
1647921,164792116529900,581
1647921,164792116530700,581
1647921,164792116532300,581
1647921,164792116594700,581
1647921,164792116595200,581
1647921,164792116596300,581
1647921,164792116597200,581
1647921,164792116597600,581
1647921,164792116597700,581
1647921,164792116666200,581
1647921,164792116668500,581
1647921,164792116733300,581
1647921,164792116735800,581
1647921,164792116737300,581
1647921,164792116737500,581
1647921,164792116737700,581
1647921,164792116738100,581
1647921,164792116738500,581
1647921,164792116810100,581
1647921,164792116813300,581
1647921,164792116814500,581
1647921,164792116814600,581
1647921,164792116814700,581
1647921,164792116814800,581
1647921,164792116815300,581
1647921,164792116815500,581
1647921,164792116815900,581
1647921,164792116816800,581
1647921,164792116817200,581
1647921,164792116817700,581
1647921,164792116818600,581
1647922,164792116890700,638
1647922,164792116890800,638
1647922,164792116891000,638
1647922,164792116891500,638
1647922,164792116891600,638
1647922,164792116891700,638
1647922,164792116891900,638
1647922,164792116892100,638
1647922,164792116892200,638
1647922,164792116892400,638
1647922,164792116894200,638
1647922,164792116894600,638
1647922,164792116895300,638
1647922,164792116895500,638
1647922,164792116968800,638
1647922,164792116968900,638
1647922,164792116969000,638
1647922,164792116969100,638
1647922,164792116969400,638
1647922,164792116969900,638
1647922,164792116970200,638
1647922,164792116970400,638
1647922,164792116970500,638
1647922,164792116970900,638
1647922,164792116971100,638
1647922,164792116971200,638
1647922,164792116971400,638
1647922,164792116972100,638
1647922,164792116972200,638
1647922,164792116972300,638
1647922,164792116973300,638
1647921,164792117026400,581
1647921,164792117106400,581
1647921,164792117106500,581
1647921,164792117145800,581
1647921,164792117213000,581
1647921,164792117263000,581
1647921,164792117263700,581
1647921,164792117264700,581
1647921,164792117265400,581
1647921,164792117266200,581
1647921,164792117403000,581
1647921,164792117404200,581
1647921,164792117404600,581
1647921,164792117405900,581
1647921,164792117459300,581
1647921,164792117459500,581
1647921,164792117460400,581
1647921,164792117460900,581
1647921,164792117461500,581
1647921,164792117461700,581
1647921,164792117462000,581
1647921,164792117462800,581
1647921,164792117527800,581
1647921,164792117527900,581
1647921,164792117528200,581
1647921,164792117528400,581
1647921,164792117593900,581
1647921,164792117594000,581
1647921,164792117595000,581
1647921,164792117667800,581
1647921,164792117668200,581
1647921,164792117668900,581
1647921,164792117734500,581
1647921,164792117735900,581
1647921,164792117737100,581
1647921,164792117813500,581
1647921,164792117815700,581
1647921,164792117816000,581
1647921,164792117816600,581
1647921,164792117818400,581
1647921,164792117818500,581
1647922,164792117892300,638
1647922,164792117893100,638
1647922,164792117893300,638
1647922,164792117893700,638
1647922,164792117893900,638
1647922,164792117894700,638
1647922,164792117895600,638
1647922,164792117968500,638
1647922,164792117969300,638
1647922,164792117970100,638
1647922,164792117971600,638
1647922,164792117971700,638
1647922,164792117971800,638
1647922,164792117971900,638
1647922,164792126025200,638
1647922,164792126025800,638
1647922,164792126026000,638
1647922,164792126026100,638
1647922,164792126026200,638
1647922,164792126026800,638
1647922,164792126027000,638
1647922,164792126027600,638
1647922,164792126028100,638
1647922,164792126028200,638
1647922,164792126028400,638
1647922,164792126028600,638
1647922,164792126029300,638
1647922,164792126030100,638
1647922,164792126030400,638
1647922,164792126030500,638
1647922,164792126030600,638
1647922,164792126030800,638
1647922,164792126030900,638
1647922,164792126031000,638
1647922,164792126081000,638
1647922,164792126081100,638
1647922,164792126081700,638
1647922,164792126082000,638
1647922,164792126082100,638
1647922,164792126082200,638
1647922,164792126082300,638
1647922,164792126082700,638
1647922,164792126083800,638
1647922,164792126084000,638
1647922,164792126084800,638
1647922,164792126084900,638
1647922,164792126225100,638
1647922,164792126225200,638
1647922,164792126225500,638
1647922,164792126225700,638
1647922,164792126225800,638
1647922,164792126226000,638
1647922,164792126226200,638
1647922,164792126226300,638
1647922,164792126226400,638
1647922,164792126226700,638
1647922,164792126226800,638
1647922,164792126226900,638
1647922,164792126227100,638
1647922,164792126227400,638
1647922,164792126227500,638
1647922,164792126227800,638
1647922,164792126227900,638
1647922,164792126228000,638
1647922,164792126228200,638
1647922,164792127026300,638
1647922,164792127026700,638
1647922,164792127027400,638
1647922,164792127028300,638
1647922,164792127029200,638
1647922,164792127029400,638
1647922,164792127081500,638
1647922,164792127081600,638
1647922,164792127082800,638
1647922,164792127083000,638
1647922,164792127083900,638
1647922,164792127084400,638
1647922,164792127226600,638
1647922,164792127227000,638
1647922,164792127227300,638
1647921,164792216001000,581
1647921,164792216025800,581
1647921,164792216027200,581
1647921,164792216179300,581
1647921,164792216180500,581
1647921,164792216181100,581
1647921,164792216215200,581
1647921,164792216215500,581
1647921,164792216267000,581
1647921,164792216267200,581
1647921,164792216267300,581
1647921,164792216267500,581
1647921,164792216407000,581
1647921,164792216407600,581
1647921,164792216407800,581
1647921,164792216464300,581
1647921,164792216464900,581
1647921,164792216465500,581
1647921,164792216467900,581
1647921,164792216532800,581
1647921,164792216535500,581
1647921,164792216535900,581
1647921,164792216536700,581
1647921,164792216598200,581
1647921,164792216598300,581
1647921,164792216599100,581
1647921,164792216602300,581
1647921,164792216602400,581
1647921,164792216602500,581
1647921,164792216602700,581
1647921,164792216670500,581
1647921,164792216672000,581
1647921,164792216672700,581
1647921,164792216673200,581
1647921,164792216674800,581
1647921,164792216674900,581
1647921,164792216675400,581
1647921,164792216739000,581
1647921,164792216739100,581
1647921,164792216739200,581
1647921,164792216739600,581
1647921,164792216739800,581
1647921,164792216740300,581
1647921,164792216740800,581
1647921,164792216741500,581
1647921,164792216741600,581
1647921,164792216742000,581
1647921,164792216742500,581
1647921,164792216744200,581
1647921,164792216819200,581
